heuristic,agents,profit,time,distance
three,1,220,6061.54,467248.93
three,1,225,6297.80,467255.74
three,1,230,7136.26,468416.05
three,1,235,7447.25,470917.14
three,1,240,10700.00,481618.60
three,1,245,12982.42,550019.15
three,1,250,15396.70,566996.47
three,1,255,16105.49,568740.78
three,1,260,18843.96,585182.77
three,1,265,15478.02,585992.23
three,1,270,17134.07,586767.36
three,1,275,19703.30,619405.35
three,1,280,30176.92,624785.85
three,1,285,26947.25,626273.60
three,1,290,34039.56,639583.14
three,1,295,28887.91,643635.80
three,2,5,414.29,32434.07
three,2,10,459.34,32434.07
three,2,15,427.47,32547.44
three,2,20,420.88,33132.53
three,2,25,489.01,35428.82
three,2,30,710.99,41609.71
three,2,35,707.69,48482.77
three,2,40,745.05,49090.54
three,2,45,1175.82,94431.92
three,2,50,1289.01,129101.78
three,2,55,1561.54,130681.63
three,2,60,1216.48,132204.68
three,2,65,2550.55,132204.68
three,2,70,1289.01,132204.68
three,2,75,2328.57,156346.79
three,2,80,1578.02,164961.00
three,2,85,1949.45,188987.88
three,2,90,1942.86,189722.57
three,2,95,2996.70,189722.57
three,2,100,4817.58,192866.56
three,2,105,3513.19,196386.50
three,2,110,4653.85,200178.34
three,2,115,2401.10,200646.22
three,2,120,1739.56,207284.23
three,2,125,2740.66,223293.17
three,2,130,2200.00,230406.16
three,2,135,3487.91,241679.74
three,2,140,2792.31,241751.87
three,2,145,3494.51,241751.87
three,2,150,3928.57,245556.29
three,2,155,2715.38,245722.11
three,2,160,3605.49,250264.97
three,2,165,5302.20,250478.48
three,2,170,3091.21,254460.21
three,2,175,6274.73,256329.78
three,2,180,3727.47,259371.55
three,2,185,7645.05,264530.32
three,2,190,8318.68,278870.29
three,2,195,6120.88,449815.74
three,2,200,8358.24,475932.03
three,2,205,8391.21,486584.62
three,2,210,6859.34,489414.04
three,2,215,8125.27,489641.65
three,2,220,6621.98,491047.19
three,2,225,7937.36,494972.32
three,2,230,7539.56,496028.91
three,2,235,8284.62,497924.97
three,2,240,9553.85,515800.89
three,2,245,10257.14,583182.51
three,2,250,13828.57,599884.20
three,2,255,19492.31,605696.25
three,2,260,12052.75,615057.02
three,2,265,21294.51,615956.69
three,2,270,17457.14,623737.03
three,2,275,20786.81,654257.94
three,2,280,19524.18,661317.05
three,2,285,17949.45,666874.25
three,2,290,18749.45,670315.78
three,2,295,17094.51,674798.99
three,3,5,671.43,32434.07
three,3,10,450.55,32434.07
three,3,15,462.64,32547.44
three,3,20,519.78,33139.01
three,3,25,515.38,35435.30
three,3,30,729.67,41616.19
three,3,35,775.82,48489.25
three,3,40,923.08,49097.02
three,3,45,1591.21,94453.13
three,3,50,1721.98,125663.79
three,3,55,1760.44,131014.63
three,3,60,1817.58,132537.69
three,3,65,1495.60,132537.69
three,3,70,1863.74,132537.69
three,3,75,1691.21,156679.79
three,3,80,2209.89,165323.72
three,3,85,2214.29,189350.60
three,3,90,2767.03,190085.29
three,3,95,2403.30,190085.29
three,3,100,2708.79,193229.28
three,3,105,2753.85,196741.84
three,3,110,2154.95,200533.68
three,3,115,3085.71,201001.56
three,3,120,3764.84,207640.09
three,3,125,2897.80,224075.44
three,3,130,2469.23,231270.87
three,3,135,3015.38,242130.09
three,3,140,3413.19,242884.59
three,3,145,3357.14,242884.59
three,3,150,2878.02,243188.35
three,3,155,3289.01,247116.62
three,3,160,3212.09,251597.85
three,3,165,3476.92,251912.15
three,3,170,3952.75,252294.95
three,3,175,4297.80,258346.40
three,3,180,4512.09,261407.01
three,3,185,6019.78,262943.37
three,3,190,7531.87,270306.41
three,3,195,8473.63,353069.00
three,3,200,9378.02,481482.21
three,3,205,9153.85,493584.63
three,3,210,11580.22,496384.30
three,3,215,8846.15,496475.84
three,3,220,12827.47,496752.90
three,3,225,11861.54,501965.53
three,3,230,9321.98,502252.75
three,3,235,11148.35,504326.92
three,3,240,15508.79,515610.53
three,3,245,15556.04,551845.41
three,3,250,14769.23,595209.34
three,3,255,13313.19,612873.35
three,3,260,16010.99,622561.43
three,3,265,14795.60,623416.87
three,3,270,23352.75,630269.86
three,3,275,19679.12,645520.66
three,3,280,24739.56,664415.31
three,3,285,23165.93,675267.88
three,3,290,28642.86,679427.60
three,3,295,19572.53,684165.65
three,4,5,847.25,32434.07
three,4,10,1493.41,32434.07
three,4,15,1293.41,32547.44
three,4,20,717.58,33139.01
three,4,25,1586.81,35435.30
three,4,30,1838.46,41616.19
three,4,35,1873.63,48489.25
three,4,40,2221.98,49097.02
three,4,45,3434.07,94453.13
three,4,50,2407.69,125679.29
three,4,55,2640.66,131097.94
three,4,60,1962.64,132620.99
three,4,65,1860.44,132620.99
three,4,70,2393.41,132620.99
three,4,75,2373.63,156763.10
three,4,80,2081.32,165407.02
three,4,85,2395.60,189433.90
three,4,90,2612.09,190168.59
three,4,95,2794.51,190168.59
three,4,100,2720.88,193312.59
three,4,105,3179.12,196827.68
three,4,110,3574.73,200619.52
three,4,115,2703.30,201087.41
three,4,120,3195.60,207725.93
three,4,125,3195.60,224161.28
three,4,130,4125.27,231355.32
three,4,135,4991.21,242214.54
three,4,140,3610.99,242969.04
three,4,145,4131.87,242969.04
three,4,150,3468.13,243276.51
three,4,155,4054.95,247204.78
three,4,160,3856.04,251687.35
three,4,165,4059.34,252001.87
three,4,170,4572.53,252390.05
three,4,175,5114.29,254782.98
three,4,180,5221.98,261684.75
three,4,185,6378.02,263314.92
three,4,190,8059.34,266847.13
three,4,195,9636.26,342563.29
three,4,200,10652.75,449568.01
three,4,205,12517.58,495802.99
three,4,210,12718.68,498602.66
three,4,215,11467.03,498694.20
three,4,220,14115.38,498805.44
three,4,225,11969.23,502893.72
three,4,230,13309.89,504471.10
three,4,235,13654.95,506355.69
three,4,240,15387.91,517230.68
three,4,245,16778.02,551146.11
three,4,250,17143.96,586191.52
three,4,255,17786.81,613535.71
three,4,260,18139.56,625140.76
three,4,265,19081.32,626070.19
three,4,270,18569.23,632946.69
three,4,275,18661.54,647785.27
three,4,280,19782.42,661916.39
three,4,285,20307.69,678554.51
three,4,290,20858.24,682541.95
three,4,295,21557.14,687121.17
three,6,5,520.88,32434.07
three,6,10,498.90,32434.07
three,6,15,551.65,32547.44
three,6,20,746.15,33139.01
three,6,25,749.45,35435.30
three,6,30,1050.55,41616.19
three,6,35,1295.60,48489.25
three,6,40,1397.80,49097.02
three,6,45,2065.93,94453.13
three,6,50,2765.93,125679.29
three,6,55,2365.93,131097.94
three,6,60,2669.23,132620.99
three,6,65,3006.59,132620.99
three,6,70,2449.45,132620.99
three,6,75,2775.82,156763.10
three,6,80,3139.56,165407.02
three,6,85,2959.34,189433.90
three,6,90,3112.09,190168.59
three,6,95,3187.91,190168.59
three,6,100,3043.96,193312.59
three,6,105,3163.74,196827.68
three,6,110,3075.82,200619.52
three,6,115,3147.25,201087.41
three,6,120,3213.19,207725.93
three,6,125,3434.07,224161.28
three,6,130,3796.70,231355.32
three,6,135,4374.73,242214.54
three,6,140,4537.36,242969.04
three,6,145,4623.08,242969.04
three,6,150,4581.32,243282.99
three,6,155,4764.84,247211.26
three,6,160,5473.63,251693.90
three,6,165,6774.73,252010.23
three,6,170,6527.47,252430.38
three,6,175,7447.25,254811.89
three,6,180,7313.19,261782.82
three,6,185,9365.93,263461.94
three,6,190,12214.29,267080.58
three,6,195,12875.82,343009.57
three,6,200,14970.33,442546.38
three,6,205,14109.89,496834.33
three,6,210,14665.93,499634.01
three,6,215,14681.32,499725.55
three,6,220,15783.52,499836.79
three,6,225,14614.29,503925.06
three,6,230,15016.48,505502.45
three,6,235,15718.68,507387.04
three,6,240,16750.55,518277.53
three,6,245,18781.32,549970.77
three,6,250,19968.13,585951.13
three,6,255,20529.67,614651.37
three,6,260,24365.93,626256.43
three,6,265,23881.32,627213.38
three,6,270,23289.01,634089.88
three,6,275,25467.03,648321.13
three,6,280,29630.77,662776.99
three,6,285,26473.63,679995.77
three,6,290,29534.07,683983.21
three,6,295,29682.42,688647.75
three,8,5,593.41,32434.07
three,8,10,1106.59,32434.07
three,8,15,671.43,32547.44
three,8,20,729.67,33139.01
three,8,25,786.81,35435.30
three,8,30,1278.02,41616.19
three,8,35,1213.19,48489.25
three,8,40,1552.75,49097.02
three,8,45,2116.48,94453.13
three,8,50,2640.66,125679.29
three,8,55,2716.48,131097.94
three,8,60,2728.57,132620.99
three,8,65,2795.60,132620.99
three,8,70,3120.88,132620.99
three,8,75,3224.18,156763.10
three,8,80,3376.92,165407.02
three,8,85,3930.77,189433.90
three,8,90,4142.86,190168.59
three,8,95,6259.34,190168.59
three,8,100,4031.87,193312.59
three,8,105,4076.92,196827.68
three,8,110,4147.25,200619.52
three,8,115,4295.60,201087.41
three,8,120,4228.57,207725.93
three,8,125,4503.30,224161.28
three,8,130,5892.31,231355.32
three,8,135,5478.02,242214.54
three,8,140,6060.44,242969.04
three,8,145,5309.89,242969.04
three,8,150,5515.38,243282.99
three,8,155,5638.46,247211.26
three,8,160,6730.77,251693.90
three,8,165,6424.18,252010.23
three,8,170,7101.10,252430.38
three,8,175,8175.82,254811.89
three,8,180,8367.03,261858.67
three,8,185,10449.45,263537.80
three,8,190,12567.03,267156.43
three,8,195,16336.26,343087.90
three,8,200,17108.79,442624.72
three,8,205,17987.91,496985.49
three,8,210,19879.12,499785.16
three,8,215,19007.69,499876.70
three,8,220,18739.56,499987.94
three,8,225,19449.45,504076.22
three,8,230,19702.20,505653.60
three,8,235,22720.88,507538.19
three,8,240,24148.35,518428.68
three,8,245,22897.80,550121.92
three,8,250,25004.40,586102.28
three,8,255,25310.99,614802.53
three,8,260,25685.71,626407.58
three,8,265,26667.03,627364.53
three,8,270,27895.60,634241.03
three,8,275,27825.27,648472.28
three,8,280,29439.56,662928.14
three,8,285,30005.49,680146.93
three,8,290,30643.96,684134.36
three,8,295,36730.77,688798.90
three,10,5,713.19,32434.07
three,10,10,743.96,32434.07
three,10,15,826.37,32547.44
three,10,20,919.78,33139.01
three,10,25,893.41,35435.30
three,10,30,1808.79,41616.19
three,10,35,1607.69,48489.25
three,10,40,1935.16,49097.02
three,10,45,2714.29,94453.13
three,10,50,3117.58,125679.29
three,10,55,3663.74,131097.94
three,10,60,3295.60,132620.99
three,10,65,3704.40,132620.99
three,10,70,3281.32,132620.99
three,10,75,3583.52,156763.10
three,10,80,3724.18,165407.02
three,10,85,4212.09,189433.90
three,10,90,4371.43,190168.59
three,10,95,4415.38,190168.59
three,10,100,4467.03,193312.59
three,10,105,4573.63,196827.68
three,10,110,4560.44,200619.52
three,10,115,4604.40,201087.41
three,10,120,5487.91,207725.93
three,10,125,5180.22,224161.28
three,10,130,6220.88,231355.32
three,10,135,6142.86,242214.54
three,10,140,7652.75,242969.04
three,10,145,6249.45,242969.04
three,10,150,7926.37,243282.99
three,10,155,6594.51,247211.26
three,10,160,8475.82,251693.90
three,10,165,8048.35,252010.23
three,10,170,8285.71,252430.38
three,10,175,10858.24,254811.89
three,10,180,11147.25,261858.67
three,10,185,12680.22,263537.80
three,10,190,15605.49,267156.43
three,10,195,17602.20,343087.90
three,10,200,19564.84,442624.72
three,10,205,20214.29,496985.49
three,10,210,21009.89,499785.16
three,10,215,21160.44,499876.70
three,10,220,21182.42,499987.94
three,10,225,22023.08,504076.22
three,10,230,22972.53,505653.60
three,10,235,23429.67,507538.19
three,10,240,26304.40,518428.68
three,10,245,26097.80,550121.92
three,10,250,31692.31,586102.28
three,10,255,33592.31,614802.53
three,10,260,36498.90,626407.58
three,10,265,32162.64,627364.53
three,10,270,32183.52,634241.03
three,10,275,34718.68,648472.28
three,10,280,33637.36,662928.14
three,10,285,39065.93,680146.93
three,10,290,37427.47,684134.36
three,10,295,37128.57,688798.90
four,1,5,12010.99,60922.88
four,1,10,6390.11,60922.88
four,1,15,14065.93,60992.34
four,1,20,37324.18,61538.91
four,1,25,11364.84,63525.48
four,1,30,15318.68,67035.31
four,1,35,15948.35,69889.52
four,1,40,22394.51,70459.99
four,1,45,47770.33,80179.31
four,1,50,115569.23,105847.97
four,1,55,125041.76,139614.35
four,1,60,36412.09,142676.35
four,1,65,37838.46,142989.73
four,1,70,31250.55,142890.48
four,1,75,34063.74,142881.19
four,1,80,41615.38,155538.55
four,1,85,46454.95,164642.57
four,1,90,43872.53,165594.15
four,1,95,46674.73,166430.96
four,1,100,54639.56,166739.96
four,1,105,54260.44,169876.93
four,1,110,51676.92,173114.11
four,1,115,61557.14,176663.59
four,1,120,78668.13,176856.95
four,1,125,86359.34,177800.26
four,1,130,93302.20,189218.40
four,1,135,135261.54,234542.00
four,1,140,161051.65,239818.19
four,1,145,132760.44,240921.88
four,1,150,148435.16,241975.74
four,1,155,152187.91,242037.56
four,1,160,179835.16,242091.21
four,1,165,174405.49,242758.24
four,1,170,194901.10,243110.25
four,1,175,169551.65,247484.97
four,1,180,199035.16,248734.46
four,1,185,219004.40,250266.76
four,1,190,244617.58,252635.72
four,1,195,362629.67,259353.33
four,1,200,547069.23,263720.84
four,1,205,661220.88,267922.64
four,1,210,845075.82,279846.14
four,1,215,1045272.53,304782.15
four,1,220,1128309.89,463920.72
four,1,225,1295339.56,489863.10
four,1,230,1224140.66,513520.04
four,1,235,1223840.66,514729.52
four,1,240,1282798.90,515090.72
four,1,245,1235235.16,514790.37
four,1,250,1292984.62,516085.32
four,1,255,1442026.37,519777.83
four,1,260,1505480.22,522896.42
four,1,265,1554947.25,530373.04
four,1,270,1478672.53,562018.91
four,1,275,1785354.95,604594.86
four,1,280,1724510.99,613834.87
four,1,285,1860992.31,619450.93
four,1,290,1723770.33,623477.12
four,1,295,1793148.35,629365.68
four,2,5,1484.62,60971.98
four,2,10,1478.02,60971.98
four,2,15,1532.97,61069.89
four,2,20,1510.99,61626.09
four,2,25,2108.79,65400.37
four,2,30,1970.33,85960.05
four,2,35,2519.78,86461.24
four,2,40,3507.69,86170.16
four,2,45,4664.84,128420.24
four,2,50,9974.73,152250.75
four,2,55,12193.41,164190.94
four,2,60,5324.18,167541.97
four,2,65,9743.96,167985.47
four,2,70,8393.41,167513.01
four,2,75,17301.10,168774.81
four,2,80,16998.90,181552.74
four,2,85,18638.46,202173.90
four,2,90,19290.11,204651.35
four,2,95,25452.75,204177.16
four,2,100,33648.35,203860.71
four,2,105,40247.25,211540.20
four,2,110,39265.93,211822.26
four,2,115,42520.88,218940.65
four,2,120,38401.10,223078.45
four,2,125,74584.62,224783.71
four,2,130,71252.75,239950.07
four,2,135,113884.62,284315.82
four,2,140,132751.65,284748.15
four,2,145,102724.18,286983.99
four,2,150,145498.90,290967.71
four,2,155,153770.33,287518.56
four,2,160,132471.43,293386.16
four,2,165,160194.51,295272.38
four,2,170,187800.00,290741.12
four,2,175,214068.13,297545.64
four,2,180,208574.73,300333.79
four,2,185,237694.51,309200.60
four,2,190,278947.25,304189.25
four,2,195,351684.62,313275.30
four,2,200,477153.85,319600.09
four,2,205,606428.57,324501.41
four,2,210,810116.48,345281.22
four,2,215,974307.69,364478.06
four,2,220,1181506.59,490115.46
four,2,225,1081653.85,547707.31
four,2,230,1217117.58,572424.30
four,2,235,1415490.11,570661.31
four,2,240,1345459.34,588415.12
four,2,245,1197324.18,583370.67
four,2,250,1248972.53,579814.20
four,2,255,1245428.57,588542.34
four,2,260,1460979.12,586605.44
four,2,265,1344398.90,609446.62
four,2,270,1698215.38,631090.52
four,2,275,2050741.76,659363.65
four,2,280,1618959.34,686408.31
four,2,285,1654558.24,707621.05
four,2,290,1733651.65,718824.56
four,2,295,2079541.76,720062.63
four,3,5,2058.24,60971.98
four,3,10,2023.08,60971.98
four,3,15,2051.65,61069.89
four,3,20,2076.92,61631.66
four,3,25,2118.68,65439.53
four,3,30,2263.74,86542.96
four,3,35,2983.52,87549.34
four,3,40,2701.10,88509.64
four,3,45,3506.59,132216.20
four,3,50,3853.85,160025.23
four,3,55,4593.41,167893.02
four,3,60,5567.03,170009.51
four,3,65,5627.47,169385.71
four,3,70,7213.19,175003.69
four,3,75,4494.51,184715.18
four,3,80,6200.00,191017.77
four,3,85,8461.54,212436.47
four,3,90,11770.33,210661.32
four,3,95,12056.04,217302.65
four,3,100,14832.97,233880.83
four,3,105,24812.09,222403.24
four,3,110,24660.44,233537.58
four,3,115,23104.40,253548.91
four,3,120,35915.38,260116.21
four,3,125,52147.25,267239.30
four,3,130,45496.70,303554.11
four,3,135,57501.10,353273.21
four,3,140,98028.57,355057.21
four,3,145,86064.84,360495.89
four,3,150,76230.77,358414.05
four,3,155,110243.96,353066.29
four,3,160,107856.04,364975.29
four,3,165,114786.81,362240.94
four,3,170,167137.36,357595.11
four,3,175,137720.88,370561.43
four,3,180,182980.22,379349.07
four,3,185,192567.03,391698.60
four,3,190,236962.64,387047.04
four,3,195,302118.68,400978.34
four,3,200,472974.73,393048.76
four,3,205,695796.70,401139.37
four,3,210,801573.63,423805.27
four,3,215,866427.47,463985.11
four,3,220,1183584.62,568937.87
four,3,225,1259996.70,628886.98
four,3,230,1204190.11,651335.29
four,3,235,1279819.78,668456.33
four,3,240,1302118.68,676660.95
four,3,245,1366003.30,668662.33
four,3,250,1318447.25,657930.43
four,3,255,1283491.21,670434.34
four,3,260,1191925.27,683261.61
four,3,265,1417345.05,703275.54
four,3,270,1519564.84,725155.74
four,3,275,1972019.78,747950.25
four,3,280,1835906.59,761328.66
four,3,285,1567771.43,809764.01
four,3,290,1757415.38,810581.78
four,3,295,1495826.37,860604.99
four,4,5,2710.99,60971.98
four,4,10,2701.10,60971.98
four,4,15,2712.09,61069.89
four,4,20,2728.57,61631.66
four,4,25,2805.49,65447.58
four,4,30,2942.86,86586.50
four,4,35,2920.88,87594.89
four,4,40,2957.14,88555.18
four,4,45,3105.49,132341.30
four,4,50,3282.42,165094.70
four,4,55,4382.42,168568.58
four,4,60,4465.93,170690.91
four,4,65,4380.22,170669.61
four,4,70,3294.51,175799.11
four,4,75,3375.82,196038.63
four,4,80,5929.67,194887.42
four,4,85,3519.78,218772.69
four,4,90,3540.66,223035.12
four,4,95,8673.63,224343.59
four,4,100,7710.99,245171.37
four,4,105,8718.68,240366.35
four,4,110,17170.33,236790.85
four,4,115,10151.65,267369.22
four,4,120,20558.24,263726.31
four,4,125,25026.37,290940.59
four,4,130,45914.29,319951.51
four,4,135,48575.82,368803.41
four,4,140,63913.19,363853.28
four,4,145,50646.15,371636.53
four,4,150,48061.54,377164.00
four,4,155,63351.65,376267.33
four,4,160,92982.42,408245.37
four,4,165,88910.99,411433.58
four,4,170,137823.08,402926.02
four,4,175,151346.15,412784.00
four,4,180,222871.43,437967.32
four,4,185,222862.64,461449.69
four,4,190,252828.57,457883.99
four,4,195,299793.41,462959.76
four,4,200,397424.18,494440.71
four,4,205,527394.51,510199.09
four,4,210,731369.23,530966.76
four,4,215,813305.49,571990.35
four,4,220,1137845.05,660949.06
four,4,225,1082298.90,721107.73
four,4,230,1101565.93,734768.43
four,4,235,1171374.73,747723.30
four,4,240,1188100.00,746449.49
four,4,245,1158008.79,757261.02
four,4,250,1174995.60,738051.91
four,4,255,1044389.01,779505.11
four,4,260,1172181.32,764031.58
four,4,265,1319683.52,821505.17
four,4,270,1402963.74,844980.17
four,4,275,1364769.23,903673.83
four,4,280,1590212.09,912394.02
four,4,285,1564834.07,908432.29
four,4,290,1526318.68,971625.91
four,4,295,1532891.21,1002053.80
four,6,5,4452.75,60971.98
four,6,10,4392.31,60971.98
four,6,15,4404.40,61069.89
four,6,20,4441.76,61631.66
four,6,25,4469.23,65447.58
four,6,30,7079.12,86586.50
four,6,35,6370.33,87594.89
four,6,40,6452.75,88555.18
four,6,45,6664.84,132341.30
four,6,50,6860.44,165094.70
four,6,55,6896.70,169160.13
four,6,60,6900.00,171296.65
four,6,65,6896.70,171296.65
four,6,70,6904.40,175842.66
four,6,75,7031.87,196093.17
four,6,80,7010.99,196093.17
four,6,85,7272.53,218827.22
four,6,90,7294.51,223089.66
four,6,95,7316.48,226669.39
four,6,100,7387.91,250780.91
four,6,105,7439.56,251119.48
four,6,110,7384.62,251119.48
four,6,115,7574.73,271946.49
four,6,120,6114.29,333121.78
four,6,125,7357.14,333825.83
four,6,130,5602.20,360651.78
four,6,135,5857.14,392941.41
four,6,140,5945.05,397357.69
four,6,145,10227.47,397325.80
four,6,150,15540.66,397238.01
four,6,155,21545.05,403080.23
four,6,160,24697.80,444193.51
four,6,165,39573.63,465799.81
four,6,170,15667.03,492612.94
four,6,175,50915.38,507271.68
four,6,180,58662.64,533613.12
four,6,185,180141.76,574923.76
four,6,190,152009.89,583311.79
four,6,195,268741.76,592387.61
four,6,200,348220.88,599688.16
four,6,205,395025.27,698792.61
four,6,210,561454.95,734956.95
four,6,215,700217.58,776064.55
four,6,220,957768.13,800585.39
four,6,225,1116514.29,870236.36
four,6,230,1155471.43,909513.99
four,6,235,793249.45,917163.13
four,6,240,839339.56,923255.94
four,6,245,1022172.53,934000.00
four,6,250,1116441.76,961869.56
four,6,255,969751.65,1012464.96
four,6,260,1433908.79,985106.78
four,6,265,1016536.26,1043717.83
four,6,270,1343752.75,1067213.34
four,6,275,1664619.78,1071542.68
four,6,280,1687400.00,1083338.73
four,6,285,1675237.36,1127216.44
four,6,290,1743040.66,1177368.75
four,6,295,1346647.25,1258975.27
four,8,5,6396.70,60971.98
four,8,10,6371.43,60971.98
four,8,15,6380.22,61069.89
four,8,20,6465.93,61631.66
four,8,25,6462.64,65447.58
four,8,30,7186.81,86586.50
four,8,35,6614.29,87594.89
four,8,40,6650.55,88555.18
four,8,45,6898.90,132341.30
four,8,50,6971.43,165094.70
four,8,55,7012.09,169160.13
four,8,60,6998.90,171296.65
four,8,65,7002.20,171296.65
four,8,70,7010.99,175842.66
four,8,75,7143.96,196093.17
four,8,80,7085.71,196093.17
four,8,85,7258.24,218827.22
four,8,90,7261.54,223089.66
four,8,95,7317.58,226669.39
four,8,100,7354.95,250780.91
four,8,105,7492.31,251119.48
four,8,110,7356.04,251119.48
four,8,115,7472.53,271946.49
four,8,120,7629.67,333121.78
four,8,125,7568.13,333825.83
four,8,130,7661.54,360651.78
four,8,135,7973.63,392941.41
four,8,140,8013.19,397685.98
four,8,145,8057.14,398362.40
four,8,150,14254.95,398315.64
four,8,155,22200.00,404200.87
four,8,160,19589.01,449904.43
four,8,165,9802.20,481227.47
four,8,170,37660.44,496844.75
four,8,175,17658.24,518282.12
four,8,180,39759.34,549982.22
four,8,185,84761.54,593341.54
four,8,190,105967.03,628251.18
four,8,195,208332.97,657718.98
four,8,200,270878.02,690298.20
four,8,205,416270.33,783637.68
four,8,210,574319.78,825000.83
four,8,215,719359.34,835736.62
four,8,220,837513.19,879751.44
four,8,225,1003103.30,940152.38
four,8,230,879062.64,986815.24
four,8,235,601818.68,1010691.65
four,8,240,733874.73,1013977.64
four,8,245,746075.82,1024636.57
four,8,250,907906.59,1112820.45
four,8,255,965476.92,1163706.66
four,8,260,1022954.95,1216792.70
four,8,265,1170339.56,1233324.83
four,8,270,1272781.32,1283796.08
four,8,275,1567551.65,1274628.19
four,8,280,1511943.96,1340405.48
four,8,285,1304337.36,1438098.73
four,8,290,1495052.75,1409421.18
four,8,295,1318615.38,1538407.52
four,10,5,8774.73,60971.98
four,10,10,8759.34,60971.98
four,10,15,8851.65,61069.89
four,10,20,8804.40,61631.66
four,10,25,8852.75,65447.58
four,10,30,9020.88,86586.50
four,10,35,10687.91,87594.89
four,10,40,10465.93,88555.18
four,10,45,10659.34,132341.30
four,10,50,10776.92,165094.70
four,10,55,10819.78,169160.13
four,10,60,10803.30,171296.65
four,10,65,10882.42,171296.65
four,10,70,10835.16,175842.66
four,10,75,10918.68,196093.17
four,10,80,10907.69,196093.17
four,10,85,11238.46,218827.22
four,10,90,11097.80,223089.66
four,10,95,11134.07,226669.39
four,10,100,11173.63,250780.91
four,10,105,11197.80,251119.48
four,10,110,11175.82,251119.48
four,10,115,11306.59,271946.49
four,10,120,11401.10,333121.78
four,10,125,11392.31,333825.83
four,10,130,10526.37,360651.78
four,10,135,10510.99,392941.41
four,10,140,10500.00,397685.98
four,10,145,10559.34,402489.14
four,10,150,10540.66,403116.93
four,10,155,19625.27,413554.91
four,10,160,12119.78,454494.73
four,10,165,11168.13,481348.80
four,10,170,11512.09,502138.11
four,10,175,11686.81,522807.15
four,10,180,25087.91,552640.22
four,10,185,22213.19,617348.49
four,10,190,23295.60,655628.64
four,10,195,74746.15,693358.85
four,10,200,102730.77,742626.97
four,10,205,318948.35,832097.60
four,10,210,235456.04,891795.87
four,10,215,341957.14,911277.78
four,10,220,506701.10,932746.30
four,10,225,412793.41,963430.59
four,10,230,446421.98,1000084.51
four,10,235,617204.40,1032191.39
four,10,240,502217.58,1059418.06
four,10,245,648626.37,1084123.27
four,10,250,691363.74,1177089.68
four,10,255,837896.70,1299343.72
four,10,260,883636.26,1333601.27
four,10,265,990826.37,1377320.70
four,10,270,882838.46,1414662.43
four,10,275,1183236.26,1400758.25
four,10,280,1034565.93,1543684.52
four,10,285,1308862.64,1567635.30
four,10,290,1105249.45,1690810.42
four,10,295,1125768.13,1764218.08
