coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
prof,2,8,50,128890.17
prof,3,8,50,136330.03
prof,4,8,50,137824.77
prof,6,8,50,139141.95
prof,8,8,50,139671.17
prof,10,8,50,139731.93
prof,1,16,50,80044.21
prof,2,16,50,126199.83
prof,3,16,50,133962.72
prof,4,16,50,137289.89
prof,6,16,50,142412.13
prof,8,16,50,142956.50
prof,10,16,50,143351.25
prof,1,-1,55,128067.47
prof,2,-1,55,186482.56
prof,3,-1,55,235711.12
prof,4,-1,55,292532.18
prof,6,-1,55,370921.44
prof,8,-1,55,428168.38
prof,10,-1,55,470664.66
prof,1,0,55,157693.14
prof,2,0,55,162767.49
prof,3,0,55,168892.05
prof,4,0,55,169130.77
prof,6,0,55,169160.13
prof,8,0,55,169160.13
prof,10,0,55,169160.13
prof,1,1,55,156568.84
prof,2,1,55,167630.94
prof,3,1,55,173453.04
prof,4,1,55,173770.24
prof,6,1,55,174333.91
prof,8,1,55,174333.91
prof,10,1,55,174333.91
prof,1,2,55,153438.64
prof,2,2,55,170799.37
prof,3,2,55,176896.18
prof,4,2,55,176772.88
prof,6,2,55,177556.29
prof,8,2,55,177624.10
prof,10,2,55,177624.10
prof,1,4,55,143369.18
prof,2,4,55,173037.14
prof,3,4,55,179838.54
prof,4,4,55,181252.96
prof,6,4,55,183364.46
prof,8,4,55,183615.02
prof,10,4,55,183795.81
prof,1,8,55,126640.59
prof,2,8,55,165656.24
prof,3,8,55,180107.10
prof,4,8,55,182606.72
prof,6,8,55,185767.08
prof,8,8,55,186339.87
prof,10,8,55,186998.27
prof,1,16,55,125628.43
prof,2,16,55,165536.05
prof,3,16,55,177952.62
prof,4,16,55,183038.06
prof,6,16,55,186781.50
prof,8,16,55,188840.92
prof,10,16,55,189640.15
prof,1,-1,60,153306.44
prof,2,-1,60,231111.68
prof,3,-1,60,304135.11
prof,4,-1,60,346830.56
prof,6,-1,60,454065.17
prof,8,-1,60,538267.02
prof,10,-1,60,596439.37
prof,1,0,60,159216.20
prof,2,0,60,164887.82
prof,3,0,60,171023.43
prof,4,0,60,171253.11
prof,6,0,60,171296.65
prof,8,0,60,171296.65
prof,10,0,60,171296.65
prof,1,1,60,161246.91
prof,2,1,60,169751.28
prof,3,1,60,175584.42
prof,4,1,60,175892.58
prof,6,1,60,176470.43
prof,8,1,60,176470.43
prof,10,1,60,176470.43
prof,1,2,60,155070.16
prof,2,2,60,174464.24
prof,3,2,60,179027.56
prof,4,2,60,178895.21
prof,6,2,60,179692.82
prof,8,2,60,179760.62
prof,10,2,60,179760.62
prof,1,4,60,156177.23
prof,2,4,60,176708.96
prof,3,4,60,182407.29
prof,4,4,60,183375.29
prof,6,4,60,185500.98
prof,8,4,60,185751.54
prof,10,4,60,185932.33
prof,1,8,60,155788.96
prof,2,8,60,172092.74
prof,3,8,60,184125.05
prof,4,8,60,185668.31
prof,6,8,60,188412.85
prof,8,8,60,189471.59
prof,10,8,60,190159.18
prof,1,16,60,152800.81
prof,2,16,60,170505.48
prof,3,16,60,182232.02
prof,4,16,60,187428.33
prof,6,16,60,190996.28
prof,8,16,60,195684.02
prof,10,16,60,195997.31
prof,1,-1,65,168886.52
prof,2,-1,65,258736.67
prof,3,-1,65,330169.77
prof,4,-1,65,392043.77
prof,6,-1,65,497584.05
prof,8,-1,65,585970.82
prof,10,-1,65,649930.45
prof,1,0,65,159216.20
prof,2,0,65,164887.82
prof,3,0,65,171023.43
prof,4,0,65,171253.11
prof,6,0,65,171296.65
prof,8,0,65,171296.65
prof,10,0,65,171296.65
prof,1,1,65,161246.91
prof,2,1,65,169751.28
prof,3,1,65,175584.42
prof,4,1,65,175892.58
prof,6,1,65,176470.43
prof,8,1,65,176470.43
prof,10,1,65,176470.43
prof,1,2,65,155070.16
prof,2,2,65,174464.24
prof,3,2,65,179027.56
prof,4,2,65,178895.21
prof,6,2,65,179692.82
prof,8,2,65,179760.62
prof,10,2,65,179760.62
prof,1,4,65,156177.23
prof,2,4,65,176708.96
prof,3,4,65,182407.29
prof,4,4,65,183375.29
prof,6,4,65,185500.98
prof,8,4,65,185751.54
prof,10,4,65,185932.33
prof,1,8,65,157043.12
prof,2,8,65,172092.74
prof,3,8,65,184125.05
prof,4,8,65,185668.31
prof,6,8,65,188412.85
prof,8,8,65,189471.59
prof,10,8,65,190159.18
prof,1,16,65,156035.59
prof,2,16,65,172510.54
prof,3,16,65,184375.09
prof,4,16,65,188869.64
prof,6,16,65,194691.10
prof,8,16,65,198111.91
prof,10,16,65,197681.39
prof,1,-1,70,175498.00
prof,2,-1,70,274685.34
prof,3,-1,70,350529.91
prof,4,-1,70,414530.55
prof,6,-1,70,528296.67
prof,8,-1,70,615488.07
prof,10,-1,70,689323.91
prof,1,0,70,159216.20
prof,2,0,70,168017.34
prof,3,0,70,175569.44
prof,4,0,70,175799.11
prof,6,0,70,175842.66
prof,8,0,70,175842.66
prof,10,0,70,175842.66
prof,1,1,70,161246.91
prof,2,1,70,169748.14
prof,3,1,70,180130.43
prof,4,1,70,180438.58
prof,6,1,70,181016.44
prof,8,1,70,181016.44
prof,10,1,70,181016.44
prof,1,2,70,155070.16
prof,2,2,70,174464.30
prof,3,2,70,183573.57
prof,4,2,70,183441.22
prof,6,2,70,184238.83
prof,8,2,70,184306.63
prof,10,2,70,184306.63
prof,1,4,70,156177.23
prof,2,4,70,176709.02
prof,3,4,70,183576.51
prof,4,4,70,184544.51
prof,6,4,70,186670.20
prof,8,4,70,186920.76
prof,10,4,70,187101.55
prof,1,8,70,157043.12
prof,2,8,70,172105.94
prof,3,8,70,189977.58
prof,4,8,70,191520.84
prof,6,8,70,194265.37
prof,8,8,70,195324.12
prof,10,8,70,196011.71
prof,1,16,70,156035.59
prof,2,16,70,173269.88
prof,3,16,70,185212.68
prof,4,16,70,190559.98
prof,6,16,70,194691.10
prof,8,16,70,198111.91
prof,10,16,70,198140.83
prof,1,-1,75,182661.71
prof,2,-1,75,284621.20
prof,3,-1,75,365781.50
prof,4,-1,75,436075.39
prof,6,-1,75,554003.47
prof,8,-1,75,651017.13
prof,10,-1,75,728345.62
prof,1,0,75,172582.08
prof,2,0,75,193892.89
prof,3,0,75,188050.73
prof,4,0,75,196038.63
prof,6,0,75,196093.17
prof,8,0,75,196093.17
prof,10,0,75,196093.17
prof,1,1,75,162813.90
prof,2,1,75,179331.37
prof,3,1,75,187700.18
prof,4,1,75,197414.32
prof,6,1,75,201689.71
prof,8,1,75,201689.71
prof,10,1,75,201689.71
prof,1,2,75,158115.11
prof,2,2,75,183130.54
prof,3,2,75,189718.80
prof,4,2,75,197854.93
prof,6,2,75,203419.04
prof,8,2,75,203486.85
prof,10,2,75,203486.85
prof,1,4,75,159208.13
prof,2,4,75,185616.34
prof,3,4,75,191917.03
prof,4,4,75,203251.26
prof,6,4,75,205519.99
prof,8,4,75,205770.55
prof,10,4,75,205951.34
prof,1,8,75,160074.01
prof,2,8,75,180626.36
prof,3,8,75,199783.17
prof,4,8,75,209756.13
prof,6,8,75,212625.54
prof,8,8,75,213684.29
prof,10,8,75,214371.88
prof,1,16,75,157543.51
prof,2,16,75,183514.44
prof,3,16,75,199092.40
prof,4,16,75,212921.59
prof,6,16,75,217151.04
prof,8,16,75,220571.85
prof,10,16,75,220600.78
prof,1,-1,80,202019.56
prof,2,-1,80,294435.67
prof,3,-1,80,377469.35
prof,4,-1,80,457326.11
prof,6,-1,80,578645.52
prof,8,-1,80,690018.36
prof,10,-1,80,782561.42
prof,1,0,80,179623.45
prof,2,0,80,199310.42
prof,3,0,80,191748.39
prof,4,0,80,196038.63
prof,6,0,80,196093.17
prof,8,0,80,196093.17
prof,10,0,80,196093.17
prof,1,1,80,170367.88
prof,2,1,80,187306.19
prof,3,1,80,195204.75
prof,4,1,80,200974.89
prof,6,1,80,201689.71
prof,8,1,80,201689.71
prof,10,1,80,201689.71
prof,1,2,80,169745.08
prof,2,2,80,187968.27
prof,3,2,80,198040.59
prof,4,2,80,202643.34
prof,6,2,80,203419.04
prof,8,2,80,203486.85
prof,10,2,80,203486.85
prof,1,4,80,170856.29
prof,2,4,80,192374.15
prof,3,4,80,198014.94
prof,4,4,80,203382.37
prof,6,4,80,206062.48
prof,8,4,80,206313.04
prof,10,4,80,206493.83
prof,1,8,80,171722.18
prof,2,8,80,187384.16
prof,3,8,80,203610.97
prof,4,8,80,209887.24
prof,6,8,80,213143.12
prof,8,8,80,214960.20
prof,10,8,80,215465.40
prof,1,16,80,170782.58
prof,2,16,80,192915.57
prof,3,16,80,209166.05
prof,4,16,80,213873.46
prof,6,16,80,218665.60
prof,8,16,80,222714.76
prof,10,16,80,222967.85
prof,1,-1,85,222389.45
prof,2,-1,85,328925.28
prof,3,-1,85,406673.57
prof,4,-1,85,493711.23
prof,6,-1,85,623613.03
prof,8,-1,85,746163.89
prof,10,-1,85,864379.82
prof,1,0,85,186496.54
prof,2,0,85,221627.29
prof,3,0,85,213521.42
prof,4,0,85,218772.69
prof,6,0,85,218827.22
prof,8,0,85,218827.22
prof,10,0,85,218827.22
prof,1,1,85,188288.60
prof,2,1,85,201578.70
prof,3,1,85,208757.70
prof,4,1,85,215307.40
prof,6,1,85,216379.39
prof,8,1,85,216379.39
prof,10,1,85,216379.39
prof,1,2,85,175258.33
prof,2,2,85,202725.52
prof,3,2,85,210782.08
prof,4,2,85,216180.76
prof,6,2,85,217313.64
prof,8,2,85,217381.45
prof,10,2,85,217381.45
prof,1,4,85,174385.10
prof,2,4,85,202016.46
prof,3,4,85,207696.41
prof,4,4,85,213796.19
prof,6,4,85,216389.84
prof,8,4,85,216640.40
prof,10,4,85,216821.19
prof,1,8,85,175250.99
prof,2,8,85,196708.70
prof,3,8,85,213359.29
prof,4,8,85,219350.46
prof,6,8,85,223085.30
prof,8,8,85,224409.58
prof,10,8,85,225457.27
prof,1,16,85,172007.62
prof,2,16,85,202161.54
prof,3,16,85,218111.46
prof,4,16,85,222410.64
prof,6,16,85,227413.08
prof,8,16,85,231255.64
prof,10,16,85,231608.07
prof,1,-1,90,262598.99
prof,2,-1,90,383053.20
prof,3,-1,90,456776.02
prof,4,-1,90,559153.32
prof,6,-1,90,724605.17
prof,8,-1,90,874608.58
prof,10,-1,90,1017613.34
prof,1,0,90,186503.35
prof,2,0,90,222029.99
prof,3,0,90,216197.24
prof,4,0,90,223035.12
prof,6,0,90,223089.66
prof,8,0,90,223089.66
prof,10,0,90,223089.66
prof,1,1,90,188313.28
prof,2,1,90,203598.89
prof,3,1,90,213114.90
prof,4,1,90,221935.90
prof,6,1,90,222991.53
prof,8,1,90,222991.53
prof,10,1,90,222991.53
prof,1,2,90,175680.51
prof,2,2,90,207029.19
prof,3,2,90,216319.17
prof,4,2,90,223294.73
prof,6,2,90,224493.69
prof,8,2,90,224561.50
prof,10,2,90,224561.50
prof,1,4,90,176405.79
prof,2,4,90,209165.04
prof,3,4,90,215121.52
prof,4,4,90,228039.42
prof,6,4,90,231064.59
prof,8,4,90,231238.68
prof,10,4,90,231419.46
prof,1,8,90,177222.32
prof,2,8,90,203527.30
prof,3,8,90,220639.34
prof,4,8,90,231974.14
prof,6,8,90,236320.18
prof,8,8,90,237648.16
prof,10,8,90,238679.48
prof,1,16,90,177252.46
prof,2,16,90,209004.30
prof,3,16,90,226049.60
prof,4,16,90,231027.91
prof,6,16,90,236808.77
prof,8,16,90,240668.60
prof,10,16,90,241197.27
prof,1,-1,95,274937.28
prof,2,-1,95,411313.56
prof,3,-1,95,499783.71
prof,4,-1,95,603543.05
prof,6,-1,95,805530.72
prof,8,-1,95,958300.76
prof,10,-1,95,1097871.61
prof,1,0,95,186503.35
prof,2,0,95,222036.80
prof,3,0,95,227707.36
prof,4,0,95,226277.51
prof,6,0,95,226669.39
prof,8,0,95,226669.39
prof,10,0,95,226669.39
prof,1,1,95,188718.18
prof,2,1,95,203648.75
prof,3,1,95,217484.75
prof,4,1,95,225927.82
prof,6,1,95,228650.07
prof,8,1,95,228650.07
prof,10,1,95,228650.07
prof,1,2,95,176122.33
prof,2,2,95,209030.84
prof,3,2,95,219888.11
prof,4,2,95,227289.55
prof,6,2,95,228732.78
prof,8,2,95,230527.03
prof,10,2,95,230634.97
prof,1,4,95,176858.87
prof,2,4,95,211490.59
prof,3,4,95,225115.96
prof,4,4,95,233261.43
prof,6,4,95,236248.65
prof,8,4,95,237046.93
prof,10,4,95,237388.98
prof,1,8,95,177675.40
prof,2,8,95,206623.23
prof,3,8,95,230536.56
prof,4,8,95,237964.06
prof,6,8,95,244390.75
prof,8,8,95,246225.50
prof,10,8,95,247004.67
prof,1,16,95,177342.90
prof,2,16,95,211809.62
prof,3,16,95,231265.31
prof,4,16,95,241930.00
prof,6,16,95,253447.87
prof,8,16,95,258090.28
prof,10,16,95,258790.96
prof,1,-1,100,284035.63
prof,2,-1,100,432573.20
prof,3,-1,100,506816.73
prof,4,-1,100,632816.32
prof,6,-1,100,841210.27
prof,8,-1,100,997747.22
prof,10,-1,100,1158561.83
prof,1,0,100,189647.35
prof,2,0,100,228736.99
prof,3,0,100,259562.67
prof,4,0,100,246605.60
prof,6,0,100,250780.91
prof,8,0,100,250780.91
prof,10,0,100,250780.91
prof,1,1,100,188767.30
prof,2,1,100,212588.08
prof,3,1,100,233036.65
prof,4,1,100,241474.60
prof,6,1,100,248042.53
prof,8,1,100,249645.75
prof,10,1,100,249645.75
prof,1,2,100,176291.83
prof,2,2,100,218151.17
prof,3,2,100,235505.74
prof,4,2,100,243959.45
prof,6,2,100,249178.64
prof,8,2,100,251359.76
prof,10,2,100,251898.35
prof,1,4,100,177028.73
prof,2,4,100,220452.58
prof,3,4,100,237447.68
prof,4,4,100,247886.85
prof,6,4,100,253083.03
prof,8,4,100,254087.37
prof,10,4,100,254849.21
prof,1,8,100,177891.01
prof,2,8,100,215625.26
prof,3,8,100,242895.59
prof,4,8,100,255971.82
prof,6,8,100,261208.76
prof,8,8,100,263443.92
prof,10,8,100,264328.64
prof,1,16,100,178209.48
prof,2,16,100,214403.07
prof,3,16,100,242873.52
prof,4,16,100,251226.08
prof,6,16,100,262097.90
prof,8,16,100,267814.80
prof,10,16,100,268644.61
prof,1,-1,105,290039.43
prof,2,-1,105,441135.01
prof,3,-1,105,520845.28
prof,4,-1,105,647870.40
prof,6,-1,105,857391.83
prof,8,-1,105,1017512.41
prof,10,-1,105,1182585.48
prof,1,0,105,192947.07
prof,2,0,105,232653.50
prof,3,0,105,259908.20
prof,4,0,105,246985.11
prof,6,0,105,251119.48
prof,8,0,105,251119.48
prof,10,0,105,251119.48
prof,1,1,105,189182.08
prof,2,1,105,217478.42
prof,3,1,105,243530.73
prof,4,1,105,244473.51
prof,6,1,105,249544.35
prof,8,1,105,253776.16
prof,10,1,105,253776.16
prof,1,2,105,179832.40
prof,2,2,105,222989.34
prof,3,2,105,253756.33
prof,4,2,105,247826.39
prof,6,2,105,249517.21
prof,8,2,105,251714.70
prof,10,2,105,256028.76
prof,1,4,105,180543.69
prof,2,4,105,225207.26
prof,3,4,105,240404.07
prof,4,4,105,250690.03
prof,6,4,105,253612.14
prof,8,4,105,254624.49
prof,10,4,105,255386.33
prof,1,8,105,181288.14
prof,2,8,105,220289.72
prof,3,8,105,245876.58
prof,4,8,105,256149.65
prof,6,8,105,261486.89
prof,8,8,105,263443.92
prof,10,8,105,264345.01
prof,1,16,105,181819.47
prof,2,16,105,216642.68
prof,3,16,105,250876.25
prof,4,16,105,261997.03
prof,6,16,105,271314.11
prof,8,16,105,282241.94
prof,10,16,105,283169.93
prof,1,-1,110,290553.72
prof,2,-1,110,441708.49
prof,3,-1,110,523106.72
prof,4,-1,110,655643.52
prof,6,-1,110,864994.54
prof,8,-1,110,1025483.53
prof,10,-1,110,1199408.06
prof,1,0,110,196685.75
prof,2,0,110,236430.70
prof,3,0,110,263691.25
prof,4,0,110,246994.60
prof,6,0,110,251119.48
prof,8,0,110,251119.48
prof,10,0,110,251119.48
prof,1,1,110,192379.59
prof,2,1,110,217487.92
prof,3,1,110,243555.80
prof,4,1,110,244512.20
prof,6,1,110,253316.29
prof,8,1,110,253776.16
prof,10,1,110,253776.16
prof,1,2,110,183037.71
prof,2,2,110,223143.73
prof,3,2,110,253874.27
prof,4,2,110,247865.08
prof,6,2,110,249738.61
prof,8,2,110,255486.65
prof,10,2,110,256028.76
prof,1,4,110,183749.00
prof,2,4,110,225260.01
prof,3,4,110,240511.89
prof,4,4,110,250690.03
prof,6,4,110,253848.27
prof,8,4,110,254869.23
prof,10,4,110,255791.75
prof,1,8,110,184630.16
prof,2,8,110,220463.83
prof,3,8,110,245987.30
prof,4,8,110,256481.07
prof,6,8,110,261654.38
prof,8,8,110,263680.31
prof,10,8,110,265027.73
prof,1,16,110,188440.07
prof,2,16,110,223158.34
prof,3,16,110,251767.23
prof,4,16,110,268430.41
prof,6,16,110,278527.48
prof,8,16,110,282809.11
prof,10,16,110,283944.83
prof,1,-1,115,297008.40
prof,2,-1,115,444105.69
prof,3,-1,115,531739.78
prof,4,-1,115,664481.65
prof,6,-1,115,880904.38
prof,8,-1,115,1072836.67
prof,10,-1,115,1248176.84
prof,1,0,115,196715.50
prof,2,0,115,238834.23
prof,3,0,115,283807.34
prof,4,0,115,271711.94
prof,6,0,115,271946.49
prof,8,0,115,271946.49
prof,10,0,115,271946.49
prof,1,1,115,195634.45
prof,2,1,115,219548.00
prof,3,1,115,256499.07
prof,4,1,115,258960.17
prof,6,1,115,267591.20
prof,8,1,115,268051.08
prof,10,1,115,268051.08
prof,1,2,115,186418.11
prof,2,2,115,228763.72
prof,3,2,115,261881.80
prof,4,2,115,262094.15
prof,6,2,115,264394.27
prof,8,2,115,270050.27
prof,10,2,115,270592.38
prof,1,4,115,187115.35
prof,2,4,115,226607.60
prof,3,4,115,251002.02
prof,4,4,115,262221.58
prof,6,4,115,267565.87
prof,8,4,115,268643.06
prof,10,4,115,269877.09
prof,1,8,115,187783.48
prof,2,8,115,221438.60
prof,3,8,115,253449.04
prof,4,8,115,264749.95
prof,6,8,115,270562.61
prof,8,8,115,272614.27
prof,10,8,115,273811.38
prof,1,16,115,192139.40
prof,2,16,115,231557.33
prof,3,16,115,261428.75
prof,4,16,115,277906.33
prof,6,16,115,289836.06
prof,8,16,115,290804.99
prof,10,16,115,293087.95
prof,1,-1,120,306815.39
prof,2,-1,120,455552.75
prof,3,-1,120,556065.85
prof,4,-1,120,676918.07
prof,6,-1,120,903997.16
prof,8,-1,120,1119371.62
prof,10,-1,120,1290732.76
prof,1,0,120,203097.74
prof,2,0,120,249453.47
prof,3,0,120,295141.83
prof,4,0,120,303984.70
prof,6,0,120,333121.78
prof,8,0,120,333121.78
prof,10,0,120,333121.78
prof,1,1,120,196102.29
prof,2,1,120,223810.28
prof,3,1,120,268361.37
prof,4,1,120,275368.61
prof,6,1,120,307364.32
prof,8,1,120,333853.84
prof,10,1,120,333853.84
prof,1,2,120,186678.95
prof,2,2,120,229632.17
prof,3,2,120,277673.02
prof,4,2,120,278244.96
prof,6,2,120,325733.08
prof,8,2,120,331368.74
prof,10,2,120,331910.85
prof,1,4,120,187386.68
prof,2,4,120,228481.05
prof,3,4,120,267532.30
prof,4,4,120,284236.19
prof,6,4,120,333706.39
prof,8,4,120,335387.68
prof,10,4,120,336626.37
prof,1,8,120,188056.08
prof,2,8,120,223093.31
prof,3,8,120,269358.59
prof,4,8,120,285271.16
prof,6,8,120,333988.97
prof,8,8,120,333374.56
prof,10,8,120,335018.77
prof,1,16,120,192154.34
prof,2,16,120,233578.72
prof,3,16,120,267769.76
prof,4,16,120,285798.98
prof,6,16,120,342865.15
prof,8,16,120,327799.00
prof,10,16,120,334755.76
prof,1,-1,125,317811.82
prof,2,-1,125,464053.80
prof,3,-1,125,566010.82
prof,4,-1,125,703812.23
prof,6,-1,125,925365.95
prof,8,-1,125,1137974.06
prof,10,-1,125,1325466.76
prof,1,0,125,215743.15
prof,2,0,125,264978.66
prof,3,0,125,305566.67
prof,4,0,125,315852.99
prof,6,0,125,333825.83
prof,8,0,125,333825.83
prof,10,0,125,333825.83
prof,1,1,125,196962.37
prof,2,1,125,262877.82
prof,3,1,125,304841.08
prof,4,1,125,318306.15
prof,6,1,125,330530.18
prof,8,1,125,334685.12
prof,10,1,125,334685.12
prof,1,2,125,188115.06
prof,2,2,125,268924.28
prof,3,2,125,305241.54
prof,4,2,125,308644.51
prof,6,2,125,327369.19
prof,8,2,125,333097.10
prof,10,2,125,335388.25
prof,1,4,125,188794.16
prof,2,4,125,265809.96
prof,3,4,125,301386.59
prof,4,4,125,316918.43
prof,6,4,125,337393.41
prof,8,4,125,338690.09
prof,10,4,125,339996.17
prof,1,8,125,189710.20
prof,2,8,125,265288.12
prof,3,8,125,302738.90
prof,4,8,125,312598.71
prof,6,8,125,337946.19
prof,8,8,125,347800.48
prof,10,8,125,346353.95
prof,1,16,125,193348.22
prof,2,16,125,239256.39
prof,3,16,125,295053.26
prof,4,16,125,305152.29
prof,6,16,125,356614.04
prof,8,16,125,395107.24
prof,10,16,125,397571.14
prof,1,-1,130,326480.34
prof,2,-1,130,472040.13
prof,3,-1,130,579545.65
prof,4,-1,130,710936.64
prof,6,-1,130,961251.75
prof,8,-1,130,1159919.01
prof,10,-1,130,1343871.35
prof,1,0,130,223924.59
prof,2,0,130,269387.49
prof,3,0,130,332390.98
prof,4,0,130,342654.45
prof,6,0,130,360651.78
prof,8,0,130,360651.78
prof,10,0,130,360651.78
prof,1,1,130,209637.26
prof,2,1,130,265181.75
prof,3,1,130,329779.61
prof,4,1,130,338561.94
prof,6,1,130,350831.71
prof,8,1,130,354986.65
prof,10,1,130,354986.65
prof,1,2,130,200233.20
prof,2,2,130,274381.05
prof,3,2,130,319344.81
prof,4,2,130,341687.13
prof,6,2,130,348172.92
prof,8,2,130,353616.31
prof,10,2,130,355907.46
prof,1,4,130,200837.39
prof,2,4,130,268587.20
prof,3,4,130,339160.32
prof,4,4,130,345718.22
prof,6,4,130,357650.93
prof,8,4,130,362542.14
prof,10,4,130,360866.35
prof,1,8,130,197331.68
prof,2,8,130,287806.51
prof,3,8,130,332476.12
prof,4,8,130,339151.80
prof,6,8,130,354314.82
prof,8,8,130,359072.36
prof,10,8,130,361443.27
prof,1,16,130,197660.37
prof,2,16,130,253623.69
prof,3,16,130,336112.85
prof,4,16,130,346360.26
prof,6,16,130,389051.63
prof,8,16,130,398995.24
prof,10,16,130,401691.04
prof,1,-1,135,333750.71
prof,2,-1,135,483592.15
prof,3,-1,135,590377.28
prof,4,-1,135,721731.64
prof,6,-1,135,972593.37
prof,8,-1,135,1164556.37
prof,10,-1,135,1351242.53
prof,1,0,135,231001.07
prof,2,0,135,287567.46
prof,3,0,135,359931.65
prof,4,0,135,373003.64
prof,6,0,135,392941.41
prof,8,0,135,392941.41
prof,10,0,135,392941.41
prof,1,1,135,228778.23
prof,2,1,135,297805.68
prof,3,1,135,354676.79
prof,4,1,135,369568.22
prof,6,1,135,383523.82
prof,8,1,135,387955.44
prof,10,1,135,387955.44
prof,1,2,135,231857.04
prof,2,2,135,298150.35
prof,3,2,135,345142.43
prof,4,2,135,372666.03
prof,6,2,135,376773.48
prof,8,2,135,384370.55
prof,10,2,135,386747.87
prof,1,4,135,229175.28
prof,2,4,135,298396.46
prof,3,4,135,367188.23
prof,4,4,135,371173.64
prof,6,4,135,383411.61
prof,8,4,135,388463.16
prof,10,4,135,387146.16
prof,1,8,135,227720.81
prof,2,8,135,299124.62
prof,3,8,135,356918.60
prof,4,8,135,370279.81
prof,6,8,135,387686.32
prof,8,8,135,391798.35
prof,10,8,135,394258.63
prof,1,16,135,228393.74
prof,2,16,135,303957.21
prof,3,16,135,372834.87
prof,4,16,135,399169.94
prof,6,16,135,428268.28
prof,8,16,135,438680.85
prof,10,16,135,441886.59
prof,1,-1,140,369793.61
prof,2,-1,140,505230.49
prof,3,-1,140,620826.08
prof,4,-1,140,745920.85
prof,6,-1,140,989010.30
prof,8,-1,140,1182966.70
prof,10,-1,140,1377665.38
prof,1,0,140,231035.77
prof,2,0,140,287791.08
prof,3,0,140,362710.84
prof,4,0,140,373868.49
prof,6,0,140,397476.97
prof,8,0,140,397685.98
prof,10,0,140,397685.98
prof,1,1,140,234980.29
prof,2,1,140,299901.91
prof,3,1,140,358238.64
prof,4,1,140,381143.81
prof,6,1,140,397771.51
prof,8,1,140,403449.84
prof,10,1,140,403449.84
prof,1,2,140,238457.37
prof,2,2,140,304119.83
prof,3,2,140,352173.14
prof,4,2,140,382147.86
prof,6,2,140,400719.54
prof,8,2,140,401978.10
prof,10,2,140,406076.86
prof,1,4,140,235911.94
prof,2,4,140,312398.40
prof,3,4,140,381200.12
prof,4,4,140,390924.30
prof,6,4,140,404995.29
prof,8,4,140,412461.55
prof,10,4,140,414667.75
prof,1,8,140,234141.14
prof,2,8,140,316374.88
prof,3,8,140,378885.37
prof,4,8,140,397645.96
prof,6,8,140,415626.77
prof,8,8,140,420868.23
prof,10,8,140,423299.63
prof,1,16,140,240690.85
prof,2,16,140,331647.51
prof,3,16,140,396439.59
prof,4,16,140,425225.11
prof,6,16,140,454740.35
prof,8,16,140,466523.06
prof,10,16,140,472940.71
prof,1,-1,145,461713.49
prof,2,-1,145,658221.73
prof,3,-1,145,826716.57
prof,4,-1,145,934263.62
prof,6,-1,145,1168164.53
prof,8,-1,145,1380058.91
prof,10,-1,145,1648490.42
prof,1,0,145,231035.77
prof,2,0,145,287823.40
prof,3,0,145,362716.69
prof,4,0,145,373914.36
prof,6,0,145,397606.80
prof,8,0,145,402091.05
prof,10,0,145,402489.14
prof,1,1,145,235586.46
prof,2,1,145,299939.06
prof,3,1,145,358483.03
prof,4,1,145,383220.91
prof,6,1,145,397997.50
prof,8,1,145,403509.27
prof,10,1,145,403754.07
prof,1,2,145,238695.31
prof,2,2,145,304206.12
prof,3,2,145,352439.81
prof,4,2,145,382679.56
prof,6,2,145,403000.33
prof,8,2,145,402096.76
prof,10,2,145,406247.41
prof,1,4,145,237210.05
prof,2,4,145,312841.15
prof,3,4,145,381547.04
prof,4,4,145,391130.60
prof,6,4,145,409106.55
prof,8,4,145,412461.55
prof,10,4,145,414816.95
prof,1,8,145,242113.90
prof,2,8,145,317043.88
prof,3,8,145,379980.53
prof,4,8,145,400203.74
prof,6,8,145,417159.25
prof,8,8,145,422049.34
prof,10,8,145,424789.56
prof,1,16,145,247906.14
prof,2,16,145,339012.91
prof,3,16,145,401675.38
prof,4,16,145,430457.66
prof,6,16,145,460382.64
prof,8,16,145,472167.05
prof,10,16,145,477494.48
prof,1,-1,150,524949.83
prof,2,-1,150,785662.66
prof,3,-1,150,1081954.86
prof,4,-1,150,1277117.19
prof,6,-1,150,1606199.22
prof,8,-1,150,1835635.28
prof,10,-1,150,2142384.55
prof,1,0,150,234828.79
prof,2,0,150,291827.09
prof,3,0,150,366722.49
prof,4,0,150,374016.80
prof,6,0,150,401514.14
prof,8,0,150,402347.48
prof,10,0,150,403116.93
prof,1,1,150,235678.80
prof,2,1,150,300035.95
prof,3,1,150,358687.71
prof,4,1,150,383562.91
prof,6,1,150,398091.33
prof,8,1,150,403855.74
prof,10,1,150,404311.78
prof,1,2,150,238833.16
prof,2,2,150,304211.69
prof,3,2,150,352501.83
prof,4,2,150,382752.10
prof,6,2,150,403355.57
prof,8,2,150,402371.69
prof,10,2,150,410758.06
prof,1,4,150,241298.11
prof,2,4,150,316774.30
prof,3,4,150,381989.78
prof,4,4,150,395422.69
prof,6,4,150,413364.85
prof,8,4,150,416991.22
prof,10,4,150,419322.65
prof,1,8,150,242433.40
prof,2,8,150,321562.44
prof,3,8,150,380451.58
prof,4,8,150,406416.65
prof,6,8,150,419352.97
prof,8,8,150,426232.35
