coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,3,8,120,269358.59
dist,4,8,120,285271.16
dist,6,8,120,333988.97
dist,8,8,120,333374.56
dist,10,8,120,335018.77
dist,1,16,120,192154.34
dist,2,16,120,233578.72
dist,3,16,120,267769.76
dist,4,16,120,285798.98
dist,6,16,120,342865.15
dist,8,16,120,327799.00
dist,10,16,120,334755.76
dist,1,32,120,197819.16
dist,2,32,120,293506.22
dist,3,32,120,316151.66
dist,4,32,120,335297.58
dist,6,32,120,385747.57
dist,8,32,120,398975.11
dist,10,32,120,431352.99
dist,1,1,125,196962.37
dist,2,1,125,262877.82
dist,3,1,125,304841.08
dist,4,1,125,318306.15
dist,6,1,125,330530.18
dist,8,1,125,334685.12
dist,10,1,125,334685.12
dist,1,2,125,188115.06
dist,2,2,125,268924.28
dist,3,2,125,305241.54
dist,4,2,125,308644.51
dist,6,2,125,327369.19
dist,8,2,125,333097.10
dist,10,2,125,335388.25
dist,1,4,125,188794.16
dist,2,4,125,265809.96
dist,3,4,125,301386.59
dist,4,4,125,316918.43
dist,6,4,125,337393.41
dist,8,4,125,338690.09
dist,10,4,125,339996.17
dist,1,8,125,189710.20
dist,2,8,125,265288.12
dist,3,8,125,302738.90
dist,4,8,125,312598.71
dist,6,8,125,337946.19
dist,8,8,125,347800.48
dist,10,8,125,346353.95
dist,1,16,125,193348.22
dist,2,16,125,239256.39
dist,3,16,125,295053.26
dist,4,16,125,305152.29
dist,6,16,125,356614.04
dist,8,16,125,395107.24
dist,10,16,125,397571.14
dist,1,32,125,197963.56
dist,2,32,125,295492.80
dist,3,32,125,319676.24
dist,4,32,125,350644.74
dist,6,32,125,406321.37
dist,8,32,125,425135.62
dist,10,32,125,465043.26
dist,1,1,130,209637.26
dist,2,1,130,265181.75
dist,3,1,130,329779.61
dist,4,1,130,338561.94
dist,6,1,130,350831.71
dist,8,1,130,354986.65
dist,10,1,130,354986.65
dist,1,2,130,200233.20
dist,2,2,130,274381.05
dist,3,2,130,319344.81
dist,4,2,130,341687.13
dist,6,2,130,348172.92
dist,8,2,130,353616.31
dist,10,2,130,355907.46
dist,1,4,130,200837.39
dist,2,4,130,268587.20
dist,3,4,130,339160.32
dist,4,4,130,345718.22
dist,6,4,130,357650.93
dist,8,4,130,362542.14
dist,10,4,130,360866.35
dist,1,8,130,197331.68
dist,2,8,130,287806.51
dist,3,8,130,332476.12
dist,4,8,130,339151.80
dist,6,8,130,354314.82
dist,8,8,130,359072.36
dist,10,8,130,361443.27
dist,1,16,130,197660.37
dist,2,16,130,253623.69
dist,3,16,130,336112.85
dist,4,16,130,346360.26
dist,6,16,130,389051.63
dist,8,16,130,398995.24
dist,10,16,130,401691.04
dist,1,32,130,199388.40
dist,2,32,130,303625.54
dist,3,32,130,339443.13
dist,4,32,130,398740.37
dist,6,32,130,457371.02
dist,8,32,130,482367.94
dist,10,32,130,542340.63
dist,1,1,135,228778.23
dist,2,1,135,297805.68
dist,3,1,135,354676.79
dist,4,1,135,369568.22
dist,6,1,135,383523.82
dist,8,1,135,387955.44
dist,10,1,135,387955.44
dist,1,2,135,231857.04
dist,2,2,135,298150.35
dist,3,2,135,345142.43
dist,4,2,135,372666.03
dist,6,2,135,376773.48
dist,8,2,135,384370.55
dist,10,2,135,386747.87
dist,1,4,135,229175.28
dist,2,4,135,298396.46
dist,3,4,135,367188.23
dist,4,4,135,371173.64
dist,6,4,135,383411.61
dist,8,4,135,388463.16
dist,10,4,135,387146.16
dist,1,8,135,227720.81
dist,2,8,135,299124.62
dist,3,8,135,356918.60
dist,4,8,135,370279.81
dist,6,8,135,387686.32
dist,8,8,135,391798.35
dist,10,8,135,394258.63
dist,1,16,135,228393.74
dist,2,16,135,303957.21
dist,3,16,135,372834.87
dist,4,16,135,399169.94
dist,6,16,135,428268.28
dist,8,16,135,438680.85
dist,10,16,135,441886.59
dist,1,32,135,208880.57
dist,2,32,135,323818.58
dist,3,32,135,369701.14
dist,4,32,135,429654.20
dist,6,32,135,525966.68
dist,8,32,135,551671.81
dist,10,32,135,600190.04
dist,1,1,140,234980.29
dist,2,1,140,299901.91
dist,3,1,140,358238.64
dist,4,1,140,381143.81
dist,6,1,140,397771.51
dist,8,1,140,403449.84
dist,10,1,140,403449.84
dist,1,2,140,238457.37
dist,2,2,140,304119.83
dist,3,2,140,352173.14
dist,4,2,140,382147.86
dist,6,2,140,400719.54
dist,8,2,140,401978.10
dist,10,2,140,406076.86
dist,1,4,140,235911.94
dist,2,4,140,312398.40
dist,3,4,140,381200.12
dist,4,4,140,390924.30
dist,6,4,140,404995.29
dist,8,4,140,412461.55
dist,10,4,140,414667.75
dist,1,8,140,234141.14
dist,2,8,140,316374.88
dist,3,8,140,378885.37
dist,4,8,140,397645.96
dist,6,8,140,415626.77
dist,8,8,140,420868.23
dist,10,8,140,423299.63
dist,1,16,140,240690.85
dist,2,16,140,331647.51
dist,3,16,140,396439.59
dist,4,16,140,425225.11
dist,6,16,140,454740.35
dist,8,16,140,466523.06
dist,10,16,140,472940.71
dist,1,32,140,252948.21
dist,2,32,140,339250.50
dist,3,32,140,398495.43
dist,4,32,140,460211.58
dist,6,32,140,578356.03
dist,8,32,140,604004.74
dist,10,32,140,667468.39
dist,1,1,145,235586.46
dist,2,1,145,299939.06
dist,3,1,145,358483.03
dist,4,1,145,383220.91
dist,6,1,145,397997.50
dist,8,1,145,403509.27
dist,10,1,145,403754.07
dist,1,2,145,238695.31
dist,2,2,145,304206.12
dist,3,2,145,352439.81
dist,4,2,145,382679.56
dist,6,2,145,403000.33
dist,8,2,145,402096.76
dist,10,2,145,406247.41
dist,1,4,145,237210.05
dist,2,4,145,312841.15
dist,3,4,145,381547.04
dist,4,4,145,391130.60
dist,6,4,145,409106.55
dist,8,4,145,412461.55
dist,10,4,145,414816.95
dist,1,8,145,242113.90
dist,2,8,145,317043.88
dist,3,8,145,379980.53
dist,4,8,145,400203.74
dist,6,8,145,417159.25
dist,8,8,145,422049.34
dist,10,8,145,424789.56
dist,1,16,145,247906.14
dist,2,16,145,339012.91
dist,3,16,145,401675.38
dist,4,16,145,430457.66
dist,6,16,145,460382.64
dist,8,16,145,472167.05
dist,10,16,145,477494.48
dist,1,32,145,341103.92
dist,2,32,145,368967.87
dist,3,32,145,442052.96
dist,4,32,145,485122.44
dist,6,32,145,597592.67
dist,8,32,145,643080.94
dist,10,32,145,699427.48
dist,1,1,150,235678.80
dist,2,1,150,300035.95
dist,3,1,150,358687.71
dist,4,1,150,383562.91
dist,6,1,150,398091.33
dist,8,1,150,403855.74
dist,10,1,150,404311.78
dist,1,2,150,238833.16
dist,2,2,150,304211.69
dist,3,2,150,352501.83
dist,4,2,150,382752.10
dist,6,2,150,403355.57
dist,8,2,150,402371.69
dist,10,2,150,410758.06
dist,1,4,150,241298.11
dist,2,4,150,316774.30
dist,3,4,150,381989.78
dist,4,4,150,395422.69
dist,6,4,150,413364.85
dist,8,4,150,416991.22
dist,10,4,150,419322.65
dist,1,8,150,242433.40
dist,2,8,150,321562.44
dist,3,8,150,380451.58
dist,4,8,150,406416.65
dist,6,8,150,419352.97
dist,8,8,150,426232.35
dist,10,8,150,426996.37
dist,1,16,150,252503.54
dist,2,16,150,344901.10
dist,3,16,150,408112.34
dist,4,16,150,438764.46
dist,6,16,150,468845.37
dist,8,16,150,481575.21
dist,10,16,150,487783.50
dist,1,32,150,364624.21
dist,2,32,150,379219.42
dist,3,32,150,461007.17
dist,4,32,150,501623.81
dist,6,32,150,607188.16
dist,8,32,150,651140.07
dist,10,32,150,705032.07
dist,1,1,155,235923.13
dist,2,1,155,300238.97
dist,3,1,155,359676.35
dist,4,1,155,389503.80
dist,6,1,155,404356.11
dist,8,1,155,413731.56
dist,10,1,155,410798.13
dist,1,2,155,239136.48
dist,2,2,155,304501.52
dist,3,2,155,353469.21
dist,4,2,155,388774.00
dist,6,2,155,409273.18
dist,8,2,155,408703.66
dist,10,2,155,416965.86
dist,1,4,155,241681.43
dist,2,4,155,317035.25
dist,3,4,155,383033.76
dist,4,4,155,400325.57
dist,6,4,155,418332.14
dist,8,4,155,421772.28
dist,10,4,155,424089.52
dist,1,8,155,242514.21
dist,2,8,155,321761.68
dist,3,8,155,381043.48
dist,4,8,155,409122.46
dist,6,8,155,424171.16
dist,8,8,155,431114.55
dist,10,8,155,432185.08
dist,1,16,155,252681.09
dist,2,16,155,345413.58
dist,3,16,155,409056.34
dist,4,16,155,441617.65
dist,6,16,155,470827.11
dist,8,16,155,486363.61
dist,10,16,155,490780.69
dist,1,32,155,372493.28
dist,2,32,155,386856.38
dist,3,32,155,469881.70
dist,4,32,155,506294.21
dist,6,32,155,616940.96
dist,8,32,155,660332.78
dist,10,32,155,713535.35
dist,1,1,160,237074.45
dist,2,1,160,305765.15
dist,3,1,160,372808.18
dist,4,1,160,418376.00
dist,6,1,160,442786.07
dist,8,1,160,451971.83
dist,10,1,160,452929.61
dist,1,2,160,239993.60
dist,2,2,160,306900.58
dist,3,2,160,358117.54
dist,4,2,160,412185.37
dist,6,2,160,442089.07
dist,8,2,160,441692.13
dist,10,2,160,450157.70
dist,1,4,160,242179.24
dist,2,4,160,319729.47
dist,3,4,160,386626.27
dist,4,4,160,422277.50
dist,6,4,160,450123.24
dist,8,4,160,453735.25
dist,10,4,160,456438.45
dist,1,8,160,243365.02
dist,2,8,160,323863.62
dist,3,8,160,384785.92
dist,4,8,160,427358.04
dist,6,8,160,449912.81
dist,8,8,160,456848.54
dist,10,8,160,458199.46
dist,1,16,160,253053.74
dist,2,16,160,345461.94
dist,3,16,160,410059.46
dist,4,16,160,457034.74
dist,6,16,160,497866.71
dist,8,16,160,516102.52
dist,10,16,160,520541.72
dist,1,32,160,375557.62
dist,2,32,160,390057.14
dist,3,32,160,472253.97
dist,4,32,160,512906.18
dist,6,32,160,629229.79
dist,8,32,160,672999.05
dist,10,32,160,725937.60
dist,1,1,165,241175.43
dist,2,1,165,314702.65
dist,3,1,165,379014.44
dist,4,1,165,429499.93
dist,6,1,165,453700.73
dist,8,1,165,468426.57
dist,10,1,165,465510.99
dist,1,2,165,240555.29
dist,2,2,165,310042.29
dist,3,2,165,365493.98
dist,4,2,165,421248.38
dist,6,2,165,453329.22
dist,8,2,165,456360.66
dist,10,2,165,465965.34
dist,1,4,165,243074.06
dist,2,4,165,322140.44
dist,3,4,165,389910.86
dist,4,4,165,426399.78
dist,6,4,165,461103.12
dist,8,4,165,467875.70
dist,10,4,165,471759.90
dist,1,8,165,244048.25
dist,2,8,165,326195.44
dist,3,8,165,389449.25
dist,4,8,165,434702.70
dist,6,8,165,461519.53
dist,8,8,165,471863.34
dist,10,8,165,475369.92
dist,1,16,165,253391.37
dist,2,16,165,346527.69
dist,3,16,165,415552.98
dist,4,16,165,470940.17
dist,6,16,165,517769.20
dist,8,16,165,541110.21
dist,10,16,165,548679.24
dist,1,32,165,375760.01
dist,2,32,165,393826.97
dist,3,32,165,477828.22
dist,4,32,165,520825.24
dist,6,32,165,655107.52
dist,8,32,165,705290.29
dist,10,32,165,762028.80
dist,1,1,170,243168.20
dist,2,1,170,317837.32
dist,3,1,170,388119.49
dist,4,1,170,435092.83
dist,6,1,170,468098.68
dist,8,1,170,489707.35
dist,10,1,170,497256.92
dist,1,2,170,241226.19
dist,2,2,170,317024.01
dist,3,2,170,374502.95
dist,4,2,170,427176.78
dist,6,2,170,473345.84
dist,8,2,170,480293.98
dist,10,2,170,487907.93
dist,1,4,170,243494.40
dist,2,4,170,326415.40
dist,3,4,170,404756.59
dist,4,4,170,444667.28
dist,6,4,170,480273.18
dist,8,4,170,487916.54
dist,10,4,170,493993.68
dist,1,8,170,244746.26
dist,2,8,170,330291.97
dist,3,8,170,406137.97
dist,4,8,170,453439.73
dist,6,8,170,486939.76
dist,8,8,170,498829.95
dist,10,8,170,507375.85
dist,1,16,170,254649.36
dist,2,16,170,351863.99
dist,3,16,170,430695.53
dist,4,16,170,489126.83
dist,6,16,170,543360.41
dist,8,16,170,574426.76
dist,10,16,170,588703.12
dist,1,32,170,376537.65
dist,2,32,170,400492.92
dist,3,32,170,497037.70
dist,4,32,170,540944.24
dist,6,32,170,669386.01
dist,8,32,170,740781.06
dist,10,32,170,802721.48
dist,1,1,175,243476.84
dist,2,1,175,319497.88
dist,3,1,175,389899.10
dist,4,1,175,442121.85
dist,6,1,175,490733.38
dist,8,1,175,508223.34
dist,10,1,175,517578.75
dist,1,2,175,245249.66
dist,2,2,175,320445.44
dist,3,2,175,381827.70
dist,4,2,175,436311.37
dist,6,2,175,489243.27
dist,8,2,175,501143.20
dist,10,2,175,508351.94
dist,1,4,175,244145.70
dist,2,4,175,327336.38
dist,3,4,175,410483.58
dist,4,4,175,450501.81
dist,6,4,175,492147.75
dist,8,4,175,503869.55
dist,10,4,175,511542.59
dist,1,8,175,244985.76
dist,2,8,175,331333.45
dist,3,8,175,407469.40
dist,4,8,175,456230.74
dist,6,8,175,500990.85
dist,8,8,175,516867.63
dist,10,8,175,526655.52
dist,1,16,175,255121.13
dist,2,16,175,354311.45
dist,3,16,175,433464.12
dist,4,16,175,494119.50
dist,6,16,175,552689.97
dist,8,16,175,583357.71
dist,10,16,175,601633.79
dist,1,32,175,376693.71
dist,2,32,175,401019.07
dist,3,32,175,503080.70
dist,4,32,175,553901.33
dist,6,32,175,686347.55
dist,8,32,175,770935.37
dist,10,32,175,840660.45
dist,1,1,180,250263.61
dist,2,1,180,322658.42
dist,3,1,180,403917.62
dist,4,1,180,464176.88
dist,6,1,180,524752.53
dist,8,1,180,550417.10
dist,10,1,180,560519.45
dist,1,2,180,248601.76
dist,2,2,180,323659.31
dist,3,2,180,396599.97
dist,4,2,180,453380.22
dist,6,2,180,521116.37
dist,8,2,180,535641.06
dist,10,2,180,549147.77
dist,1,4,180,246454.72
dist,2,4,180,335531.20
dist,3,4,180,420804.95
dist,4,4,180,471956.72
dist,6,4,180,518422.61
dist,8,4,180,534642.42
dist,10,4,180,544558.75
dist,1,8,180,246509.18
dist,2,8,180,338154.03
dist,3,8,180,414516.46
dist,4,8,180,471026.58
dist,6,8,180,527238.13
dist,8,8,180,546397.60
dist,10,8,180,562803.27
dist,1,16,180,255662.22
dist,2,16,180,356083.40
dist,3,16,180,435671.52
dist,4,16,180,498109.98
dist,6,16,180,572478.55
dist,8,16,180,612042.88
dist,10,16,180,629775.77
dist,1,32,180,377067.42
dist,2,32,180,402508.83
dist,3,32,180,508367.40
dist,4,32,180,561021.97
dist,6,32,180,697238.01
dist,8,32,180,785411.12
dist,10,32,180,860939.73
dist,1,1,185,252834.44
dist,2,1,185,332141.72
dist,3,1,185,412738.03
dist,4,1,185,483125.66
dist,6,1,185,563160.22
dist,8,1,185,585909.12
dist,10,1,185,604086.50
dist,1,2,185,253817.94
dist,2,2,185,329844.13
dist,3,2,185,405706.78
dist,4,2,185,470370.25
dist,6,2,185,556653.76
dist,8,2,185,570328.47
dist,10,2,185,586443.49
dist,1,4,185,250311.48
dist,2,4,185,340543.70
dist,3,4,185,430468.37
dist,4,4,185,494506.19
dist,6,4,185,551869.42
dist,8,4,185,562896.38
dist,10,4,185,586353.01
dist,1,8,185,248765.19
dist,2,8,185,342416.02
dist,3,8,185,430641.80
dist,4,8,185,481946.55
dist,6,8,185,549587.66
dist,8,8,185,569190.55
dist,10,8,185,587395.21
dist,1,16,185,256703.03
dist,2,16,185,357867.47
dist,3,16,185,442003.41
dist,4,16,185,508083.88
dist,6,16,185,587633.15
dist,8,16,185,631403.93
dist,10,16,185,653030.30
dist,1,32,185,377806.81
dist,2,32,185,403433.36
dist,3,32,185,510140.27
dist,4,32,185,570379.91
dist,6,32,185,718702.94
dist,8,32,185,805694.54
dist,10,32,185,885751.04
dist,1,1,190,257662.58
dist,2,1,190,336697.75
dist,3,1,190,423928.53
dist,4,1,190,491441.86
dist,6,1,190,577658.61
dist,8,1,190,610428.75
dist,10,1,190,639499.98
dist,1,2,190,259663.54
dist,2,2,190,342454.31
dist,3,2,190,417273.51
dist,4,2,190,484337.41
dist,6,2,190,563211.70
dist,8,2,190,582885.02
dist,10,2,190,621697.73
dist,1,4,190,258319.38
dist,2,4,190,349141.68
dist,3,4,190,437343.17
dist,4,4,190,502881.55
dist,6,4,190,571860.88
dist,8,4,190,584311.40
dist,10,4,190,613502.07
dist,1,8,190,257379.33
dist,2,8,190,352347.30
dist,3,8,190,439884.38
dist,4,8,190,502983.75
dist,6,8,190,575335.22
dist,8,8,190,606983.26
dist,10,8,190,624440.31
dist,1,16,190,265395.86
dist,2,16,190,367576.57
dist,3,16,190,455119.42
dist,4,16,190,523373.09
dist,6,16,190,603521.52
dist,8,16,190,656339.95
dist,10,16,190,686225.99
dist,1,32,190,384616.38
dist,2,32,190,417861.07
dist,3,32,190,523439.20
dist,4,32,190,582031.59
dist,6,32,190,730357.54
dist,8,32,190,828120.87
dist,10,32,190,905984.31
dist,1,1,195,262923.73
dist,2,1,195,339083.64
dist,3,1,195,426779.28
dist,4,1,195,513579.26
dist,6,1,195,643816.65
dist,8,1,195,634913.77
dist,10,1,195,653559.44
dist,1,2,195,261522.64
dist,2,2,195,346781.21
dist,3,2,195,424427.84
dist,4,2,195,497964.38
dist,6,2,195,595813.50
dist,8,2,195,628737.36
dist,10,2,195,667611.22
dist,1,4,195,260499.57
dist,2,4,195,352356.70
dist,3,4,195,444353.34
dist,4,4,195,527714.63
dist,6,4,195,606024.57
dist,8,4,195,626323.27
dist,10,4,195,657688.36
dist,1,8,195,263146.76
dist,2,8,195,362637.71
dist,3,8,195,447440.70
dist,4,8,195,526361.96
dist,6,8,195,605004.44
dist,8,8,195,634105.08
dist,10,8,195,661343.98
dist,1,16,195,270523.59
dist,2,16,195,383943.92
dist,3,16,195,464851.77
dist,4,16,195,543060.99
dist,6,16,195,638233.64
dist,8,16,195,692584.85
dist,10,16,195,727602.63
dist,1,32,195,385317.59
dist,2,32,195,420613.42
dist,3,32,195,528803.91
dist,4,32,195,592030.41
dist,6,32,195,737154.10
dist,8,32,195,841889.00
dist,10,32,195,944779.34
dist,1,1,200,274868.17
dist,2,1,200,351255.97
dist,3,1,200,433364.55
dist,4,1,200,519535.65
dist,6,1,200,693262.17
dist,8,1,200,740529.93
dist,10,1,200,696714.80
dist,1,2,200,272338.79
dist,2,2,200,350192.19
dist,3,2,200,429220.91
dist,4,2,200,510004.82
dist,6,2,200,605961.42
dist,8,2,200,663257.43
dist,10,2,200,690059.05
dist,1,4,200,271161.25
dist,2,4,200,361311.71
dist,3,4,200,456325.75
dist,4,4,200,535652.96
dist,6,4,200,617941.76
dist,8,4,200,640262.43
dist,10,4,200,672767.27
dist,1,8,200,271509.07
dist,2,8,200,366516.14
dist,3,8,200,458085.13
dist,4,8,200,550340.32
dist,6,8,200,622135.16
dist,8,8,200,657927.55
dist,10,8,200,684379.84
dist,1,16,200,280052.16
dist,2,16,200,397093.38
dist,3,16,200,474590.58
dist,4,16,200,555900.80
dist,6,16,200,656911.17
dist,8,16,200,718815.39
dist,10,16,200,762325.42
dist,1,32,200,388232.25
dist,2,32,200,429302.90
dist,3,32,200,541847.52
dist,4,32,200,612277.36
dist,6,32,200,765645.04
dist,8,32,200,877765.92
dist,10,32,200,986393.36
dist,1,1,205,338274.84
dist,2,1,205,454912.77
dist,3,1,205,456769.11
dist,4,1,205,555408.11
dist,6,1,205,768477.19
dist,8,1,205,881878.61
dist,10,1,205,896509.67
dist,1,2,205,289499.55
dist,2,2,205,362527.98
dist,3,2,205,447676.18
dist,4,2,205,534316.80
dist,6,2,205,696868.03
dist,8,2,205,771801.10
dist,10,2,205,814287.28
dist,1,4,205,281999.32
dist,2,4,205,369802.43
dist,3,4,205,466617.65
dist,4,4,205,556537.97
dist,6,4,205,719826.76
dist,8,4,205,750171.29
dist,10,4,205,790054.66
dist,1,8,205,289575.36
dist,2,8,205,375713.35
dist,3,8,205,467535.85
dist,4,8,205,561116.10
dist,6,8,205,687075.78
dist,8,8,205,718965.54
dist,10,8,205,753150.94
dist,1,16,205,289818.13
dist,2,16,205,403751.53
dist,3,16,205,481536.75
dist,4,16,205,565410.75
dist,6,16,205,683412.53
dist,8,16,205,766674.08
dist,10,16,205,813530.40
dist,1,32,205,394698.76
dist,2,32,205,433415.68
dist,3,32,205,552381.48
dist,4,32,205,632596.56
dist,6,32,205,794731.51
dist,8,32,205,918603.29
dist,10,32,205,1040202.82
dist,1,1,210,370338.72
dist,2,1,210,522320.63
dist,3,1,210,606015.86
dist,4,1,210,636598.45
dist,6,1,210,828945.09
dist,8,1,210,914832.88
dist,10,1,210,944499.11
dist,1,2,210,346665.75
dist,2,2,210,387711.13
dist,3,2,210,483010.42
dist,4,2,210,596108.09
dist,6,2,210,756454.64
dist,8,2,210,825138.68
dist,10,2,210,914786.69
dist,1,4,210,292478.57
dist,2,4,210,387699.03
dist,3,4,210,494957.55
dist,4,4,210,615857.54
dist,6,4,210,761109.79
dist,8,4,210,804102.30
dist,10,4,210,852882.12
dist,1,8,210,307015.98
dist,2,8,210,394068.97
dist,3,8,210,485474.85
dist,4,8,210,584327.90
dist,6,8,210,733932.61
dist,8,8,210,832317.11
dist,10,8,210,878049.36
dist,1,16,210,305539.88
dist,2,16,210,418659.25
dist,3,16,210,496308.06
dist,4,16,210,583220.30
dist,6,16,210,730830.07
dist,8,16,210,828082.84
dist,10,16,210,906389.80
dist,1,32,210,408158.00
dist,2,32,210,445748.51
dist,3,32,210,570501.42
dist,4,32,210,652940.24
dist,6,32,210,820762.41
dist,8,32,210,948721.67
dist,10,32,210,1077842.74
dist,1,1,215,483464.86
dist,2,1,215,585109.70
dist,3,1,215,671258.79
dist,4,1,215,739506.97
dist,6,1,215,889905.99
dist,8,1,215,927212.53
dist,10,1,215,958530.33
dist,1,2,215,381002.97
dist,2,2,215,472955.73
dist,3,2,215,545452.74
dist,4,2,215,685615.69
dist,6,2,215,835100.57
dist,8,2,215,915848.18
dist,10,2,215,972333.24
dist,1,4,215,321666.22
dist,2,4,215,411195.07
dist,3,4,215,539833.69
dist,4,4,215,658435.61
dist,6,4,215,782296.13
dist,8,4,215,866061.82
dist,10,4,215,927763.91
dist,1,8,215,321384.30
dist,2,8,215,420982.43
dist,3,8,215,504122.57
dist,4,8,215,617663.60
dist,6,8,215,772667.29
dist,8,8,215,891709.71
dist,10,8,215,946548.52
dist,1,16,215,323033.58
dist,2,16,215,430993.73
dist,3,16,215,516855.71
dist,4,16,215,614084.69
dist,6,16,215,801263.80
dist,8,16,215,917247.38
dist,10,16,215,1026570.29
dist,1,32,215,428953.49
dist,2,32,215,467431.67
dist,3,32,215,589121.02
dist,4,32,215,676379.61
dist,6,32,215,866967.18
dist,8,32,215,989668.21
dist,10,32,215,1127174.18
dist,1,1,220,498249.50
dist,2,1,220,610054.41
dist,3,1,220,693688.47
dist,4,1,220,816418.34
dist,6,1,220,914274.79
dist,8,1,220,936549.65
dist,10,1,220,968233.71
dist,1,2,220,500994.24
dist,2,2,220,597355.58
dist,3,2,220,682040.43
dist,4,2,220,804275.17
dist,6,2,220,896012.43
dist,8,2,220,954189.68
dist,10,2,220,981812.38
dist,1,4,220,358925.52
dist,2,4,220,440594.87
dist,3,4,220,634693.20
dist,4,4,220,696150.17
dist,6,4,220,853453.54
dist,8,4,220,935434.22
dist,10,4,220,961777.39
dist,1,8,220,340755.78
dist,2,8,220,459195.47
dist,3,8,220,529065.40
dist,4,8,220,639426.07
dist,6,8,220,798203.48
dist,8,8,220,926427.45
dist,10,8,220,988660.49
dist,1,16,220,345116.88
dist,2,16,220,465617.52
dist,3,16,220,546962.03
dist,4,16,220,652898.28
dist,6,16,220,864562.26
dist,8,16,220,979127.73
dist,10,16,220,1110336.41
dist,1,32,220,440529.02
dist,2,32,220,486182.42
dist,3,32,220,621729.50
dist,4,32,220,726172.42
dist,6,32,220,929493.35
dist,8,32,220,1070434.56
dist,10,32,220,1221595.31
dist,1,1,225,499749.00
dist,2,1,225,614539.26
dist,3,1,225,694166.17
dist,4,1,225,818116.44
dist,6,1,225,938517.58
dist,8,1,225,958788.28
dist,10,1,225,982624.12
dist,1,2,225,515435.52
dist,2,2,225,604189.42
dist,3,2,225,700180.21
dist,4,2,225,842910.63
dist,6,2,225,949860.04
dist,8,2,225,999336.27
dist,10,2,225,1023280.10
dist,1,4,225,426033.71
dist,2,4,225,487046.10
dist,3,4,225,682884.11
dist,4,4,225,775663.35
dist,6,4,225,909885.67
dist,8,4,225,993179.64
dist,10,4,225,1043072.73
dist,1,8,225,377849.04
dist,2,8,225,490770.49
dist,3,8,225,608301.96
dist,4,8,225,716216.67
dist,6,8,225,849812.57
dist,8,8,225,981655.47
dist,10,8,225,1047687.50
dist,1,16,225,398220.12
dist,2,16,225,496717.30
dist,3,16,225,585957.93
dist,4,16,225,699695.01
dist,6,16,225,946066.44
dist,8,16,225,1065113.94
dist,10,16,225,1210719.93
dist,1,32,225,456040.57
dist,2,32,225,518723.03
dist,3,32,225,691185.95
dist,4,32,225,806211.92
dist,6,32,225,1013540.01
dist,8,32,225,1174860.57
dist,10,32,225,1369708.71
dist,1,1,230,500047.18
dist,2,1,230,623084.56
dist,3,1,230,698893.61
dist,4,1,230,823040.46
dist,6,1,230,953554.07
dist,8,1,230,982597.47
dist,10,1,230,1016776.82
dist,1,2,230,516081.18
dist,2,2,230,617223.51
dist,3,2,230,701212.57
dist,4,2,230,844005.41
dist,6,2,230,980024.81
dist,8,2,230,1034173.59
dist,10,2,230,1054216.86
dist,1,4,230,444970.42
dist,2,4,230,530419.07
dist,3,4,230,727556.32
dist,4,4,230,816186.72
dist,6,4,230,990456.23
dist,8,4,230,1075131.00
dist,10,4,230,1109631.47
dist,1,8,230,496955.57
dist,2,8,230,541084.43
dist,3,8,230,689355.40
dist,4,8,230,796187.16
dist,6,8,230,932142.59
dist,8,8,230,1063550.32
dist,10,8,230,1129371.78
dist,1,16,230,417677.00
dist,2,16,230,534082.99
dist,3,16,230,640697.22
dist,4,16,230,792034.20
dist,6,16,230,1026154.73
dist,8,16,230,1151438.34
dist,10,16,230,1326470.25
dist,1,32,230,481746.07
dist,2,32,230,566498.17
dist,3,32,230,801334.17
dist,4,32,230,943495.77
dist,6,32,230,1179709.85
dist,8,32,230,1345334.87
dist,10,32,230,1527922.46
dist,1,1,235,501324.02
dist,2,1,235,623492.33
dist,3,1,235,704900.68
dist,4,1,235,824936.59
dist,6,1,235,967750.92
dist,8,1,235,1012542.77
dist,10,1,235,1050878.43
dist,1,2,235,516653.83
dist,2,2,235,619013.53
dist,3,2,235,709753.77
dist,4,2,235,846893.88
dist,6,2,235,991873.06
dist,8,2,235,1059513.46
dist,10,2,235,1083435.01
dist,1,4,235,557558.69
dist,2,4,235,677707.40
dist,3,4,235,778211.00
dist,4,4,235,891522.72
dist,6,4,235,1049917.27
dist,8,4,235,1110573.86
dist,10,4,235,1165508.21
dist,1,8,235,564329.00
dist,2,8,235,691972.25
dist,3,8,235,769488.20
dist,4,8,235,890972.22
dist,6,8,235,1069857.28
dist,8,8,235,1239488.67
dist,10,8,235,1337094.60
dist,1,16,235,577935.56
dist,2,16,235,743365.39
dist,3,16,235,864440.08
dist,4,16,235,988547.34
dist,6,16,235,1272404.85
dist,8,16,235,1441942.63
dist,10,16,235,1591257.40
dist,1,32,235,691268.85
dist,2,32,235,787924.10
dist,3,32,235,1052671.13
dist,4,32,235,1213687.14
dist,6,32,235,1454971.59
dist,8,32,235,1621290.54
dist,10,32,235,1815185.68
dist,1,1,240,501877.54
dist,2,1,240,632731.96
dist,3,1,240,717061.37
dist,4,1,240,841690.35
dist,6,1,240,977635.49
dist,8,1,240,1023451.36
dist,10,1,240,1063522.56
dist,1,2,240,518480.45
dist,2,2,240,619317.35
