agents,kmax,percent,ratio,profit,distance
1,10,80,0.23,275,610512.22
1,10,80,0.23,290,630384.54
1,10,80,0.24,5,60922.88
1,10,80,0.24,20,61538.91
1,10,80,0.24,35,69838.01
1,10,80,0.24,50,105907.26
1,10,80,0.24,65,142938.87
1,10,80,0.24,80,154994.64
1,10,80,0.24,95,166194.90
1,10,80,0.24,110,172790.28
1,10,80,0.24,125,177497.44
1,10,80,0.24,140,239354.38
1,10,80,0.24,155,241411.76
1,10,80,0.24,170,243332.94
1,10,80,0.24,185,250464.04
1,10,80,0.24,200,262738.80
1,10,80,0.24,215,305284.76
1,10,80,0.24,230,514717.47
1,10,80,0.24,245,516264.12
1,10,80,0.24,260,524633.15
1,10,80,0.24,275,610574.56
1,10,80,0.24,290,630576.70
1,10,80,0.25,5,60922.88
1,10,80,0.25,20,61538.91
1,10,80,0.25,35,69838.01
1,10,80,0.25,50,105873.07
1,10,80,0.25,65,142861.38
1,10,80,0.25,80,154951.01
1,10,80,0.25,95,166701.91
1,10,80,0.25,110,172790.28
1,10,80,0.25,125,177497.44
1,10,80,0.25,140,239318.98
1,10,80,0.25,155,241376.37
1,10,80,0.25,170,243308.34
1,10,80,0.25,185,250476.94
1,10,80,0.25,200,262786.25
1,10,80,0.25,215,309357.80
1,10,80,0.25,230,513948.42
1,10,80,0.25,245,515307.83
1,10,80,0.25,260,523457.37
1,10,80,0.25,275,611009.68
1,10,80,0.25,290,630862.40
1,10,80,0.26,5,60922.88
1,10,80,0.26,20,61538.91
1,10,80,0.26,35,69838.01
1,10,80,0.26,50,105873.07
1,10,80,0.26,65,142861.38
1,10,80,0.26,80,154951.01
1,10,80,0.26,95,166701.91
1,10,80,0.26,110,172790.28
1,10,80,0.26,125,177497.44
1,10,80,0.26,140,239318.98
1,10,80,0.26,155,241376.37
1,10,80,0.26,170,243308.34
1,10,80,0.26,185,250476.94
1,10,80,0.26,200,262786.25
1,10,80,0.26,215,309307.32
1,10,80,0.26,230,513957.32
1,10,80,0.26,245,515338.97
1,10,80,0.26,260,523466.27
1,10,80,0.26,275,610979.65
1,10,80,0.26,290,630862.16
1,10,80,0.27,5,60922.88
1,10,80,0.27,20,61538.91
1,10,80,0.27,35,69838.01
1,10,80,0.27,50,105873.07
1,10,80,0.27,65,142861.38
1,10,80,0.27,80,154951.01
1,10,80,0.27,95,166701.91
1,10,80,0.27,110,172790.28
1,10,80,0.27,125,177505.82
1,10,80,0.27,140,239318.98
1,10,80,0.27,155,241376.37
1,10,80,0.27,170,243308.34
1,10,80,0.27,185,250476.94
1,10,80,0.27,200,262999.60
1,10,80,0.27,215,309307.32
1,10,80,0.27,230,513622.26
1,10,80,0.27,245,514981.66
1,10,80,0.27,260,523102.50
1,10,80,0.27,275,610892.83
1,10,80,0.27,290,630905.46
1,10,80,0.28,5,60922.88
1,10,80,0.28,20,61538.91
1,10,80,0.28,35,69838.01
1,10,80,0.28,50,105873.07
1,10,80,0.28,65,142861.38
1,10,80,0.28,80,154951.01
1,10,80,0.28,95,166701.91
1,10,80,0.28,110,172790.28
1,10,80,0.28,125,177505.82
1,10,80,0.28,140,239148.55
1,10,80,0.28,155,241193.34
1,10,80,0.28,170,243136.77
1,10,80,0.28,185,250301.84
1,10,80,0.28,200,262836.73
1,10,80,0.28,215,309252.72
1,10,80,0.28,230,513637.00
1,10,80,0.28,245,514996.40
1,10,80,0.28,260,523118.18
1,10,80,0.28,275,609955.00
1,10,80,0.28,290,631117.39
1,10,80,0.29,5,60922.88
1,10,80,0.29,20,61538.91
1,10,80,0.29,35,69838.01
1,10,80,0.29,50,105873.07
1,10,80,0.29,65,142861.38
1,10,80,0.29,80,154951.01
1,10,80,0.29,95,166701.91
1,10,80,0.29,110,172790.28
1,10,80,0.29,125,177505.82
1,10,80,0.29,140,239148.55
1,10,80,0.29,155,241193.34
1,10,80,0.29,170,243136.77
1,10,80,0.29,185,250425.60
1,10,80,0.29,200,262958.95
1,10,80,0.29,215,309362.99
1,10,80,0.29,230,514490.88
1,10,80,0.29,245,515850.29
1,10,80,0.29,260,523996.30
1,10,80,0.29,275,609783.47
1,10,80,0.29,290,631076.37
1,10,80,0.30,5,60922.88
1,10,80,0.30,20,61538.91
1,10,80,0.30,35,69838.01
1,10,80,0.30,50,105873.07
1,10,80,0.30,65,142861.38
1,10,80,0.30,80,154951.01
1,10,80,0.30,95,166664.96
1,10,80,0.30,110,173209.22
1,10,80,0.30,125,177797.23
1,10,80,0.30,140,239148.55
1,10,80,0.30,155,241193.34
1,10,80,0.30,170,243136.77
1,10,80,0.30,185,250424.61
1,10,80,0.30,200,262988.74
1,10,80,0.30,215,309362.75
1,10,80,0.30,230,514377.21
1,10,80,0.30,245,515736.62
1,10,80,0.30,260,523961.74
1,10,80,0.30,275,609805.53
1,10,80,0.30,290,631378.98
1,10,80,0.31,5,60922.88
1,10,80,0.31,20,61538.91
1,10,80,0.31,35,69838.01
1,10,80,0.31,50,105873.07
1,10,80,0.31,65,142861.38
1,10,80,0.31,80,154951.01
1,10,80,0.31,95,166664.96
1,10,80,0.31,110,173209.22
1,10,80,0.31,125,177805.91
1,10,80,0.31,140,239148.55
1,10,80,0.31,155,241193.34
1,10,80,0.31,170,243136.77
1,10,80,0.31,185,250424.61
1,10,80,0.31,200,263007.58
1,10,80,0.31,215,309362.75
1,10,80,0.31,230,514465.30
1,10,80,0.31,245,515824.70
1,10,80,0.31,260,524120.44
1,10,80,0.31,275,608714.35
1,10,80,0.31,290,630848.92
1,10,80,0.32,5,60922.88
1,10,80,0.32,20,61538.91
1,10,80,0.32,35,69838.01
1,10,80,0.32,50,105873.07
1,10,80,0.32,65,142861.38
1,10,80,0.32,80,154951.01
1,10,80,0.32,95,166664.96
1,10,80,0.32,110,173209.22
1,10,80,0.32,125,177805.91
1,10,80,0.32,140,239148.55
1,10,80,0.32,155,241193.34
1,10,80,0.32,170,243136.77
1,10,80,0.32,185,250424.61
1,10,80,0.32,200,263130.78
1,10,80,0.32,215,309319.80
1,10,80,0.32,230,514525.74
1,10,80,0.32,245,515990.48
1,10,80,0.32,260,524068.13
1,10,80,0.32,275,608681.62
1,10,80,0.32,290,630876.84
1,10,80,0.33,5,60922.88
1,10,80,0.33,20,61538.91
1,10,80,0.33,35,69838.01
1,10,80,0.33,50,105873.07
1,10,80,0.33,65,142861.38
1,10,80,0.33,80,154951.01
1,10,80,0.33,95,166664.96
1,10,80,0.33,110,173209.22
1,10,80,0.33,125,177805.91
1,10,80,0.33,140,239148.55
1,10,80,0.33,155,241193.34
1,10,80,0.33,170,243136.77
1,10,80,0.33,185,250424.61
1,10,80,0.33,200,263130.78
1,10,80,0.33,215,309319.80
1,10,80,0.33,230,514502.69
1,10,80,0.33,245,515967.42
1,10,80,0.33,260,524058.54
1,10,80,0.33,275,608470.12
