agents,kmax,percent,ratio,profit,distance
1,1,30,0.30,245,515063.13
1,1,30,0.30,260,521223.08
1,1,30,0.30,275,604482.85
1,1,30,0.30,290,614467.20
1,1,30,0.40,5,60922.88
1,1,30,0.40,20,61538.91
1,1,30,0.40,35,69834.99
1,1,30,0.40,50,105899.32
1,1,30,0.40,65,142935.36
1,1,30,0.40,80,154936.63
1,1,30,0.40,95,166368.48
1,1,30,0.40,110,172988.39
1,1,30,0.40,125,177427.38
1,1,30,0.40,140,238368.95
1,1,30,0.40,155,240245.18
1,1,30,0.40,170,242154.72
1,1,30,0.40,185,250194.56
1,1,30,0.40,200,262915.27
1,1,30,0.40,215,307254.59
1,1,30,0.40,230,512776.69
1,1,30,0.40,245,515480.43
1,1,30,0.40,260,521832.17
1,1,30,0.40,275,605600.26
1,1,30,0.40,290,614775.21
1,1,30,0.50,5,60922.88
1,1,30,0.50,20,61538.91
1,1,30,0.50,35,69834.99
1,1,30,0.50,50,105899.32
1,1,30,0.50,65,142885.04
1,1,30,0.50,80,154913.05
1,1,30,0.50,95,166421.84
1,1,30,0.50,110,173015.13
1,1,30,0.50,125,177450.51
1,1,30,0.50,140,238817.66
1,1,30,0.50,155,240899.18
1,1,30,0.50,170,243144.51
1,1,30,0.50,185,249914.13
1,1,30,0.50,200,263050.54
1,1,30,0.50,215,307449.50
1,1,30,0.50,230,508873.46
1,1,30,0.50,245,515360.00
1,1,30,0.50,260,521427.25
1,1,30,0.50,275,606354.93
1,1,30,0.50,290,615505.88
1,1,30,0.60,5,60922.88
1,1,30,0.60,20,61538.91
1,1,30,0.60,35,69834.99
1,1,30,0.60,50,105899.32
1,1,30,0.60,65,142885.04
1,1,30,0.60,80,154913.05
1,1,30,0.60,95,166421.84
1,1,30,0.60,110,173015.13
1,1,30,0.60,125,177450.51
1,1,30,0.60,140,238817.66
1,1,30,0.60,155,240899.18
1,1,30,0.60,170,243144.51
1,1,30,0.60,185,249914.13
1,1,30,0.60,200,262967.63
1,1,30,0.60,215,307390.49
1,1,30,0.60,230,508990.46
1,1,30,0.60,245,515637.85
1,1,30,0.60,260,521568.82
1,1,30,0.60,275,607219.88
1,1,30,0.60,290,616890.51
1,1,30,0.70,5,60922.88
1,1,30,0.70,20,61538.91
1,1,30,0.70,35,69834.99
1,1,30,0.70,50,105899.32
1,1,30,0.70,65,142885.04
1,1,30,0.70,80,154913.05
1,1,30,0.70,95,164345.01
1,1,30,0.70,110,173203.88
1,1,30,0.70,125,177859.77
1,1,30,0.70,140,238817.66
1,1,30,0.70,155,240934.44
1,1,30,0.70,170,243182.27
1,1,30,0.70,185,250372.34
1,1,30,0.70,200,263024.50
1,1,30,0.70,215,307133.05
1,1,30,0.70,230,509176.25
1,1,30,0.70,245,515768.61
1,1,30,0.70,260,522019.48
1,1,30,0.70,275,610474.89
1,1,30,0.70,290,620829.70
1,1,30,0.80,5,60922.88
1,1,30,0.80,20,61538.91
1,1,30,0.80,35,69834.99
1,1,30,0.80,50,105899.32
1,1,30,0.80,65,142885.04
1,1,30,0.80,80,154913.05
1,1,30,0.80,95,164345.01
1,1,30,0.80,110,173203.88
1,1,30,0.80,125,177859.77
1,1,30,0.80,140,238888.10
1,1,30,0.80,155,241004.87
1,1,30,0.80,170,243252.70
1,1,30,0.80,185,250525.53
1,1,30,0.80,200,263179.11
1,1,30,0.80,215,307920.85
1,1,30,0.80,230,509522.74
1,1,30,0.80,245,514839.62
1,1,30,0.80,260,522274.38
1,1,30,0.80,275,614400.99
1,1,30,0.80,290,623827.15
