agents,kmax,percent,ratio,profit,distance
2,-1,-1,0.60,155,296860.94
2,-1,-1,0.60,180,309455.61
2,-1,-1,0.60,205,333839.35
2,-1,-1,0.60,230,588759.20
2,-1,-1,0.60,255,603773.03
2,-1,-1,0.60,280,673779.52
2,-1,-1,0.70,5,60971.98
2,-1,-1,0.70,30,85960.96
2,-1,-1,0.70,55,165212.71
2,-1,-1,0.70,80,178904.95
2,-1,-1,0.70,105,220044.88
2,-1,-1,0.70,130,252639.02
2,-1,-1,0.70,155,294616.61
2,-1,-1,0.70,180,308217.54
2,-1,-1,0.70,205,333308.29
2,-1,-1,0.70,230,588571.91
2,-1,-1,0.70,255,604934.10
2,-1,-1,0.70,280,670735.13
2,-1,-1,0.80,5,60971.98
2,-1,-1,0.80,30,85960.96
2,-1,-1,0.80,55,165322.18
2,-1,-1,0.80,80,179043.44
2,-1,-1,0.80,105,220002.21
2,-1,-1,0.80,130,251316.84
2,-1,-1,0.80,155,294817.14
2,-1,-1,0.80,180,307670.59
2,-1,-1,0.80,205,332632.89
2,-1,-1,0.80,230,590760.32
2,-1,-1,0.80,255,602820.54
2,-1,-1,0.80,280,675848.39
2,-1,-1,0.90,5,60971.98
2,-1,-1,0.90,30,85960.96
2,-1,-1,0.90,55,165214.49
2,-1,-1,0.90,80,178954.35
2,-1,-1,0.90,105,219939.21
2,-1,-1,0.90,130,252251.48
2,-1,-1,0.90,155,294010.21
2,-1,-1,0.90,180,307195.48
2,-1,-1,0.90,205,332131.75
2,-1,-1,0.90,230,591770.07
2,-1,-1,0.90,255,603990.08
2,-1,-1,0.90,280,676241.88
2,-1,-1,1.00,5,60971.98
2,-1,-1,1.00,30,85960.96
2,-1,-1,1.00,55,165085.42
2,-1,-1,1.00,80,181193.38
2,-1,-1,1.00,105,220507.94
2,-1,-1,1.00,130,250460.96
2,-1,-1,1.00,155,299470.30
2,-1,-1,1.00,180,313550.99
2,-1,-1,1.00,205,345500.92
2,-1,-1,1.00,230,593825.37
2,-1,-1,1.00,255,612349.60
2,-1,-1,1.00,280,691494.22
4,-1,-1,-1.00,5,60971.98
4,-1,-1,-1.00,30,86586.50
4,-1,-1,-1.00,55,169130.77
4,-1,-1,-1.00,80,196038.63
4,-1,-1,-1.00,105,246708.90
4,-1,-1,-1.00,130,345088.22
4,-1,-1,-1.00,155,384395.66
4,-1,-1,-1.00,180,453509.24
4,-1,-1,-1.00,205,513365.88
4,-1,-1,-1.00,230,745759.31
4,-1,-1,-1.00,255,772213.93
4,-1,-1,-1.00,280,913788.81
4,-1,-1,0.10,5,60971.98
4,-1,-1,0.10,30,86586.50
4,-1,-1,0.10,55,169130.77
4,-1,-1,0.10,80,196038.63
4,-1,-1,0.10,105,246798.25
4,-1,-1,0.10,130,346400.73
4,-1,-1,0.10,155,385354.48
4,-1,-1,0.10,180,456267.19
4,-1,-1,0.10,205,531277.23
4,-1,-1,0.10,230,768935.29
4,-1,-1,0.10,255,806578.73
4,-1,-1,0.10,280,1007618.11
4,-1,-1,0.20,5,60971.98
4,-1,-1,0.20,30,86586.50
4,-1,-1,0.20,55,169130.77
4,-1,-1,0.20,80,196038.63
4,-1,-1,0.20,105,246777.91
4,-1,-1,0.20,130,346100.39
4,-1,-1,0.20,155,385838.31
4,-1,-1,0.20,180,456142.39
4,-1,-1,0.20,205,530355.85
4,-1,-1,0.20,230,770988.34
4,-1,-1,0.20,255,805622.09
4,-1,-1,0.20,280,1013201.26
4,-1,-1,0.30,5,60971.98
4,-1,-1,0.30,30,86586.50
4,-1,-1,0.30,55,169130.77
4,-1,-1,0.30,80,196038.63
4,-1,-1,0.30,105,246781.57
4,-1,-1,0.30,130,346197.65
4,-1,-1,0.30,155,385831.78
4,-1,-1,0.30,180,455808.63
4,-1,-1,0.30,205,528754.93
4,-1,-1,0.30,230,771444.65
4,-1,-1,0.30,255,808263.47
4,-1,-1,0.30,280,1017956.20
4,-1,-1,0.40,5,60971.98
4,-1,-1,0.40,30,86586.50
4,-1,-1,0.40,55,169130.77
4,-1,-1,0.40,80,196038.63
4,-1,-1,0.40,105,246801.30
4,-1,-1,0.40,130,346285.98
4,-1,-1,0.40,155,385884.40
